"codmunocor","causabas","ano","n","ds_nomepad","in_pobreza","nu_latitud","nu_longit"
291360,"II",2008,160,"ILHEUS","N","-14,79332","-39,04318"
291360,"II",2009,151,"ILHEUS","N","-14,79332","-39,04318"
291360,"II",2010,148,"ILHEUS","N","-14,79332","-39,04318"
291360,"II",2011,116,"ILHEUS","N","-14,79332","-39,04318"
291360,"II",2012,129,"ILHEUS","N","-14,79332","-39,04318"
291360,"II",2013,107,"ILHEUS","N","-14,79332","-39,04318"
291360,"II",2014,157,"ILHEUS","N","-14,79332","-39,04318"
291360,"II",2015,153,"ILHEUS","N","-14,79332","-39,04318"
291360,"II",2016,173,"ILHEUS","N","-14,79332","-39,04318"
291360,"II",2017,204,"ILHEUS","N","-14,79332","-39,04318"
291360,"IX",2006,302,"ILHEUS","N","-14,79332","-39,04318"
291360,"IX",2007,362,"ILHEUS","N","-14,79332","-39,04318"
291360,"IX",2008,392,"ILHEUS","N","-14,79332","-39,04318"
291360,"IX",2009,373,"ILHEUS","N","-14,79332","-39,04318"
291360,"IX",2010,346,"ILHEUS","N","-14,79332","-39,04318"
291360,"IX",2011,322,"ILHEUS","N","-14,79332","-39,04318"
291360,"IX",2012,291,"ILHEUS","N","-14,79332","-39,04318"
291360,"IX",2013,338,"ILHEUS","N","-14,79332","-39,04318"
291360,"IX",2014,367,"ILHEUS","N","-14,79332","-39,04318"
291360,"IX",2015,362,"ILHEUS","N","-14,79332","-39,04318"
291360,"IX",2016,376,"ILHEUS","N","-14,79332","-39,04318"
291360,"IX",2017,312,"ILHEUS","N","-14,79332","-39,04318"
291360,"X",2006,73,"ILHEUS","N","-14,79332","-39,04318"
291360,"X",2007,81,"ILHEUS","N","-14,79332","-39,04318"
291360,"X",2008,80,"ILHEUS","N","-14,79332","-39,04318"
291360,"X",2009,88,"ILHEUS","N","-14,79332","-39,04318"
291360,"X",2010,87,"ILHEUS","N","-14,79332","-39,04318"
291360,"X",2011,90,"ILHEUS","N","-14,79332","-39,04318"
291360,"X",2012,70,"ILHEUS","N","-14,79332","-39,04318"
291360,"X",2013,103,"ILHEUS","N","-14,79332","-39,04318"
291360,"X",2014,107,"ILHEUS","N","-14,79332","-39,04318"
291360,"X",2015,116,"ILHEUS","N","-14,79332","-39,04318"
291360,"X",2016,146,"ILHEUS","N","-14,79332","-39,04318"
291360,"X",2017,130,"ILHEUS","N","-14,79332","-39,04318"
291360,"XVIII",2006,146,"ILHEUS","N","-14,79332","-39,04318"
291360,"XVIII",2007,133,"ILHEUS","N","-14,79332","-39,04318"
291360,"XVIII",2008,91,"ILHEUS","N","-14,79332","-39,04318"
291360,"XVIII",2009,89,"ILHEUS","N","-14,79332","-39,04318"
291360,"XVIII",2010,198,"ILHEUS","N","-14,79332","-39,04318"
291360,"XVIII",2011,193,"ILHEUS","N","-14,79332","-39,04318"
291360,"XVIII",2012,204,"ILHEUS","N","-14,79332","-39,04318"
291360,"XVIII",2013,230,"ILHEUS","N","-14,79332","-39,04318"
291360,"XVIII",2014,131,"ILHEUS","N","-14,79332","-39,04318"
291360,"XVIII",2015,143,"ILHEUS","N","-14,79332","-39,04318"
291360,"XVIII",2016,190,"ILHEUS","N","-14,79332","-39,04318"
291360,"XVIII",2017,232,"ILHEUS","N","-14,79332","-39,04318"
291360,"XX",2006,193,"ILHEUS","N","-14,79332","-39,04318"
291360,"XX",2007,201,"ILHEUS","N","-14,79332","-39,04318"
291360,"XX",2008,203,"ILHEUS","N","-14,79332","-39,04318"
291360,"XX",2009,221,"ILHEUS","N","-14,79332","-39,04318"
291360,"XX",2010,215,"ILHEUS","N","-14,79332","-39,04318"
291360,"XX",2011,206,"ILHEUS","N","-14,79332","-39,04318"
291360,"XX",2012,250,"ILHEUS","N","-14,79332","-39,04318"
291360,"XX",2013,249,"ILHEUS","N","-14,79332","-39,04318"
291360,"XX",2014,204,"ILHEUS","N","-14,79332","-39,04318"
291360,"XX",2015,189,"ILHEUS","N","-14,79332","-39,04318"
291360,"XX",2016,190,"ILHEUS","N","-14,79332","-39,04318"
291360,"XX",2017,222,"ILHEUS","N","-14,79332","-39,04318"
291480,"II",2006,325,"ITABUNA","N","-14,78904","-39,27311"
291480,"II",2007,341,"ITABUNA","N","-14,78904","-39,27311"
291480,"II",2008,361,"ITABUNA","N","-14,78904","-39,27311"
291480,"II",2009,408,"ITABUNA","N","-14,78904","-39,27311"
291480,"II",2010,436,"ITABUNA","N","-14,78904","-39,27311"
291480,"II",2011,421,"ITABUNA","N","-14,78904","-39,27311"
291480,"II",2012,484,"ITABUNA","N","-14,78904","-39,27311"
291480,"II",2013,463,"ITABUNA","N","-14,78904","-39,27311"
291480,"II",2014,442,"ITABUNA","N","-14,78904","-39,27311"
291480,"II",2015,438,"ITABUNA","N","-14,78904","-39,27311"
291480,"II",2016,476,"ITABUNA","N","-14,78904","-39,27311"
291480,"II",2017,451,"ITABUNA","N","-14,78904","-39,27311"
291480,"IX",2006,644,"ITABUNA","N","-14,78904","-39,27311"
291480,"IX",2007,725,"ITABUNA","N","-14,78904","-39,27311"
291480,"IX",2008,694,"ITABUNA","N","-14,78904","-39,27311"
291480,"IX",2009,687,"ITABUNA","N","-14,78904","-39,27311"
291480,"IX",2010,663,"ITABUNA","N","-14,78904","-39,27311"
291480,"IX",2011,675,"ITABUNA","N","-14,78904","-39,27311"
291480,"IX",2012,654,"ITABUNA","N","-14,78904","-39,27311"
291480,"IX",2013,572,"ITABUNA","N","-14,78904","-39,27311"
291480,"IX",2014,535,"ITABUNA","N","-14,78904","-39,27311"
291480,"IX",2015,635,"ITABUNA","N","-14,78904","-39,27311"
291480,"IX",2016,705,"ITABUNA","N","-14,78904","-39,27311"
291480,"IX",2017,669,"ITABUNA","N","-14,78904","-39,27311"
291480,"X",2006,219,"ITABUNA","N","-14,78904","-39,27311"
291480,"X",2007,174,"ITABUNA","N","-14,78904","-39,27311"
291480,"X",2008,204,"ITABUNA","N","-14,78904","-39,27311"
291480,"X",2009,213,"ITABUNA","N","-14,78904","-39,27311"
291480,"X",2010,235,"ITABUNA","N","-14,78904","-39,27311"
291480,"X",2011,224,"ITABUNA","N","-14,78904","-39,27311"
291480,"X",2012,221,"ITABUNA","N","-14,78904","-39,27311"
291480,"X",2013,242,"ITABUNA","N","-14,78904","-39,27311"
291480,"X",2014,236,"ITABUNA","N","-14,78904","-39,27311"
291480,"X",2015,235,"ITABUNA","N","-14,78904","-39,27311"
291480,"X",2016,308,"ITABUNA","N","-14,78904","-39,27311"
291480,"X",2017,198,"ITABUNA","N","-14,78904","-39,27311"
291480,"XVIII",2006,116,"ITABUNA","N","-14,78904","-39,27311"
291480,"XVIII",2007,120,"ITABUNA","N","-14,78904","-39,27311"
291480,"XVIII",2008,161,"ITABUNA","N","-14,78904","-39,27311"
291480,"XVIII",2009,137,"ITABUNA","N","-14,78904","-39,27311"
291480,"XVIII",2010,168,"ITABUNA","N","-14,78904","-39,27311"
291480,"XVIII",2011,244,"ITABUNA","N","-14,78904","-39,27311"
291480,"XVIII",2012,318,"ITABUNA","N","-14,78904","-39,27311"
291480,"XVIII",2013,188,"ITABUNA","N","-14,78904","-39,27311"
291480,"XVIII",2014,259,"ITABUNA","N","-14,78904","-39,27311"
291480,"XVIII",2015,161,"ITABUNA","N","-14,78904","-39,27311"
291480,"XVIII",2016,207,"ITABUNA","N","-14,78904","-39,27311"
291480,"XVIII",2017,130,"ITABUNA","N","-14,78904","-39,27311"
291480,"XX",2006,283,"ITABUNA","N","-14,78904","-39,27311"
291480,"XX",2007,334,"ITABUNA","N","-14,78904","-39,27311"
291480,"XX",2008,358,"ITABUNA","N","-14,78904","-39,27311"
291480,"XX",2009,375,"ITABUNA","N","-14,78904","-39,27311"
291480,"XX",2010,340,"ITABUNA","N","-14,78904","-39,27311"
291480,"XX",2011,312,"ITABUNA","N","-14,78904","-39,27311"
291480,"XX",2012,332,"ITABUNA","N","-14,78904","-39,27311"
291480,"XX",2013,346,"ITABUNA","N","-14,78904","-39,27311"
291480,"XX",2014,368,"ITABUNA","N","-14,78904","-39,27311"
291480,"XX",2015,304,"ITABUNA","N","-14,78904","-39,27311"
291480,"XX",2016,312,"ITABUNA","N","-14,78904","-39,27311"
291480,"XX",2017,283,"ITABUNA","N","-14,78904","-39,27311"
291640,"II",2006,35,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"II",2007,33,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"II",2008,29,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"II",2009,26,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"II",2010,32,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"II",2011,20,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"II",2012,36,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"II",2013,42,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"II",2014,52,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"II",2015,34,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"II",2016,49,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"II",2017,52,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"IX",2006,94,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"IX",2007,90,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"IX",2008,76,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"IX",2009,70,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"IX",2010,74,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"IX",2011,81,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"IX",2012,108,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"IX",2013,106,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"IX",2014,139,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"IX",2015,127,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"IX",2016,113,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"IX",2017,142,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"X",2006,42,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"X",2007,24,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"X",2008,22,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"X",2009,40,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"X",2010,32,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"X",2011,25,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"X",2012,29,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"X",2013,50,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"X",2014,56,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"X",2015,59,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"X",2016,83,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"X",2017,66,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XVIII",2006,94,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XVIII",2007,87,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XVIII",2008,96,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XVIII",2009,112,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XVIII",2010,110,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XVIII",2011,96,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XVIII",2012,69,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XVIII",2013,43,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XVIII",2014,49,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XVIII",2015,83,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XVIII",2016,141,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XVIII",2017,74,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XX",2006,24,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XX",2007,46,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XX",2008,49,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XX",2009,51,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XX",2010,50,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XX",2011,40,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XX",2012,41,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XX",2013,47,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XX",2014,42,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XX",2015,51,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XX",2016,42,"ITAPETINGA","S","-15,24617","-40,24738"
291640,"XX",2017,56,"ITAPETINGA","S","-15,24617","-40,24738"
291750,"II",2006,18,"JACOBINA","S","-11,18506","-40,51302"
291750,"II",2007,27,"JACOBINA","S","-11,18506","-40,51302"
291750,"II",2008,22,"JACOBINA","S","-11,18506","-40,51302"
291750,"II",2009,27,"JACOBINA","S","-11,18506","-40,51302"
291750,"II",2010,36,"JACOBINA","S","-11,18506","-40,51302"
291750,"II",2011,31,"JACOBINA","S","-11,18506","-40,51302"
291750,"II",2012,31,"JACOBINA","S","-11,18506","-40,51302"
291750,"II",2013,39,"JACOBINA","S","-11,18506","-40,51302"
291750,"II",2014,21,"JACOBINA","S","-11,18506","-40,51302"
291750,"II",2015,33,"JACOBINA","S","-11,18506","-40,51302"
291750,"II",2016,42,"JACOBINA","S","-11,18506","-40,51302"
291750,"II",2017,50,"JACOBINA","S","-11,18506","-40,51302"
291750,"IX",2006,104,"JACOBINA","S","-11,18506","-40,51302"
291750,"IX",2007,125,"JACOBINA","S","-11,18506","-40,51302"
291750,"IX",2008,130,"JACOBINA","S","-11,18506","-40,51302"
291750,"IX",2009,126,"JACOBINA","S","-11,18506","-40,51302"
291750,"IX",2010,136,"JACOBINA","S","-11,18506","-40,51302"
291750,"IX",2011,164,"JACOBINA","S","-11,18506","-40,51302"
291750,"IX",2012,134,"JACOBINA","S","-11,18506","-40,51302"
291750,"IX",2013,149,"JACOBINA","S","-11,18506","-40,51302"
291750,"IX",2014,116,"JACOBINA","S","-11,18506","-40,51302"
291750,"IX",2015,128,"JACOBINA","S","-11,18506","-40,51302"
291750,"IX",2016,141,"JACOBINA","S","-11,18506","-40,51302"
291750,"IX",2017,190,"JACOBINA","S","-11,18506","-40,51302"
291750,"X",2006,23,"JACOBINA","S","-11,18506","-40,51302"
291750,"X",2007,21,"JACOBINA","S","-11,18506","-40,51302"
291750,"X",2008,32,"JACOBINA","S","-11,18506","-40,51302"
291750,"X",2009,38,"JACOBINA","S","-11,18506","-40,51302"
291750,"X",2010,25,"JACOBINA","S","-11,18506","-40,51302"
291750,"X",2011,28,"JACOBINA","S","-11,18506","-40,51302"
291750,"X",2012,26,"JACOBINA","S","-11,18506","-40,51302"
291750,"X",2013,38,"JACOBINA","S","-11,18506","-40,51302"
291750,"X",2014,44,"JACOBINA","S","-11,18506","-40,51302"
291750,"X",2015,28,"JACOBINA","S","-11,18506","-40,51302"
291750,"X",2016,37,"JACOBINA","S","-11,18506","-40,51302"
291750,"X",2017,60,"JACOBINA","S","-11,18506","-40,51302"
291750,"XVIII",2006,161,"JACOBINA","S","-11,18506","-40,51302"
291750,"XVIII",2007,102,"JACOBINA","S","-11,18506","-40,51302"
291750,"XVIII",2008,112,"JACOBINA","S","-11,18506","-40,51302"
291750,"XVIII",2009,119,"JACOBINA","S","-11,18506","-40,51302"
291750,"XVIII",2010,119,"JACOBINA","S","-11,18506","-40,51302"
291750,"XVIII",2011,95,"JACOBINA","S","-11,18506","-40,51302"
291750,"XVIII",2012,142,"JACOBINA","S","-11,18506","-40,51302"
291750,"XVIII",2013,126,"JACOBINA","S","-11,18506","-40,51302"
291750,"XVIII",2014,207,"JACOBINA","S","-11,18506","-40,51302"
291750,"XVIII",2015,155,"JACOBINA","S","-11,18506","-40,51302"
291750,"XVIII",2016,103,"JACOBINA","S","-11,18506","-40,51302"
291750,"XVIII",2017,69,"JACOBINA","S","-11,18506","-40,51302"
291750,"XX",2006,47,"JACOBINA","S","-11,18506","-40,51302"
291750,"XX",2007,41,"JACOBINA","S","-11,18506","-40,51302"
291750,"XX",2008,33,"JACOBINA","S","-11,18506","-40,51302"
291750,"XX",2009,147,"JACOBINA","S","-11,18506","-40,51302"
291750,"XX",2010,184,"JACOBINA","S","-11,18506","-40,51302"
291750,"XX",2011,61,"JACOBINA","S","-11,18506","-40,51302"
291750,"XX",2012,56,"JACOBINA","S","-11,18506","-40,51302"
291750,"XX",2013,81,"JACOBINA","S","-11,18506","-40,51302"
291750,"XX",2014,198,"JACOBINA","S","-11,18506","-40,51302"
291750,"XX",2015,96,"JACOBINA","S","-11,18506","-40,51302"
291750,"XX",2016,88,"JACOBINA","S","-11,18506","-40,51302"
291750,"XX",2017,75,"JACOBINA","S","-11,18506","-40,51302"
291800,"II",2006,84,"JEQUIE","N","-13,85566","-40,08861"
291800,"II",2007,81,"JEQUIE","N","-13,85566","-40,08861"
291800,"II",2008,99,"JEQUIE","N","-13,85566","-40,08861"
291800,"II",2009,103,"JEQUIE","N","-13,85566","-40,08861"
291800,"II",2010,119,"JEQUIE","N","-13,85566","-40,08861"
291800,"II",2011,104,"JEQUIE","N","-13,85566","-40,08861"
291800,"II",2012,129,"JEQUIE","N","-13,85566","-40,08861"
291800,"II",2013,112,"JEQUIE","N","-13,85566","-40,08861"
291800,"II",2014,89,"JEQUIE","N","-13,85566","-40,08861"
291800,"II",2015,100,"JEQUIE","N","-13,85566","-40,08861"
291800,"II",2016,112,"JEQUIE","N","-13,85566","-40,08861"
291800,"II",2017,125,"JEQUIE","N","-13,85566","-40,08861"
291800,"IX",2006,322,"JEQUIE","N","-13,85566","-40,08861"
291800,"IX",2007,334,"JEQUIE","N","-13,85566","-40,08861"
291800,"IX",2008,327,"JEQUIE","N","-13,85566","-40,08861"
291800,"IX",2009,296,"JEQUIE","N","-13,85566","-40,08861"
291800,"IX",2010,312,"JEQUIE","N","-13,85566","-40,08861"
291800,"IX",2011,312,"JEQUIE","N","-13,85566","-40,08861"
291800,"IX",2012,358,"JEQUIE","N","-13,85566","-40,08861"
291800,"IX",2013,300,"JEQUIE","N","-13,85566","-40,08861"
291800,"IX",2014,261,"JEQUIE","N","-13,85566","-40,08861"
291800,"IX",2015,226,"JEQUIE","N","-13,85566","-40,08861"
291800,"IX",2016,282,"JEQUIE","N","-13,85566","-40,08861"
291800,"IX",2017,265,"JEQUIE","N","-13,85566","-40,08861"
291800,"X",2006,82,"JEQUIE","N","-13,85566","-40,08861"
291800,"X",2007,72,"JEQUIE","N","-13,85566","-40,08861"
291800,"X",2008,77,"JEQUIE","N","-13,85566","-40,08861"
291800,"X",2009,91,"JEQUIE","N","-13,85566","-40,08861"
291800,"X",2010,85,"JEQUIE","N","-13,85566","-40,08861"
291800,"X",2011,92,"JEQUIE","N","-13,85566","-40,08861"
291800,"X",2012,108,"JEQUIE","N","-13,85566","-40,08861"
291800,"X",2013,118,"JEQUIE","N","-13,85566","-40,08861"
291800,"X",2014,125,"JEQUIE","N","-13,85566","-40,08861"
291800,"X",2015,103,"JEQUIE","N","-13,85566","-40,08861"
291800,"X",2016,107,"JEQUIE","N","-13,85566","-40,08861"
291800,"X",2017,103,"JEQUIE","N","-13,85566","-40,08861"
291800,"XVIII",2006,149,"JEQUIE","N","-13,85566","-40,08861"
291800,"XVIII",2007,146,"JEQUIE","N","-13,85566","-40,08861"
291800,"XVIII",2008,159,"JEQUIE","N","-13,85566","-40,08861"
291800,"XVIII",2009,182,"JEQUIE","N","-13,85566","-40,08861"
291800,"XVIII",2010,251,"JEQUIE","N","-13,85566","-40,08861"
291800,"XVIII",2011,272,"JEQUIE","N","-13,85566","-40,08861"
291800,"XVIII",2012,204,"JEQUIE","N","-13,85566","-40,08861"
291800,"XVIII",2013,238,"JEQUIE","N","-13,85566","-40,08861"
291800,"XVIII",2014,253,"JEQUIE","N","-13,85566","-40,08861"
291800,"XVIII",2015,349,"JEQUIE","N","-13,85566","-40,08861"
291800,"XVIII",2016,276,"JEQUIE","N","-13,85566","-40,08861"
291800,"XVIII",2017,309,"JEQUIE","N","-13,85566","-40,08861"
291800,"XX",2006,86,"JEQUIE","N","-13,85566","-40,08861"
291800,"XX",2007,89,"JEQUIE","N","-13,85566","-40,08861"
291800,"XX",2008,126,"JEQUIE","N","-13,85566","-40,08861"
291800,"XX",2009,135,"JEQUIE","N","-13,85566","-40,08861"
291800,"XX",2010,171,"JEQUIE","N","-13,85566","-40,08861"
291800,"XX",2011,142,"JEQUIE","N","-13,85566","-40,08861"
291800,"XX",2012,211,"JEQUIE","N","-13,85566","-40,08861"
291800,"XX",2013,190,"JEQUIE","N","-13,85566","-40,08861"
291800,"XX",2014,227,"JEQUIE","N","-13,85566","-40,08861"
291800,"XX",2015,216,"JEQUIE","N","-13,85566","-40,08861"
291800,"XX",2016,220,"JEQUIE","N","-13,85566","-40,08861"
291800,"XX",2017,213,"JEQUIE","N","-13,85566","-40,08861"
291840,"II",2006,84,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"II",2007,92,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"II",2008,80,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"II",2009,90,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"II",2010,133,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"II",2011,160,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"II",2012,198,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"II",2013,225,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"II",2014,215,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"II",2015,209,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"II",2016,187,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"II",2017,193,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"IX",2006,281,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"IX",2007,304,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"IX",2008,297,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"IX",2009,247,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"IX",2010,287,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"IX",2011,306,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"IX",2012,333,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"IX",2013,314,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"IX",2014,325,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"IX",2015,295,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"IX",2016,294,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"IX",2017,241,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"X",2006,68,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"X",2007,78,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"X",2008,85,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"X",2009,100,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"X",2010,97,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"X",2011,122,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"X",2012,104,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"X",2013,129,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"X",2014,111,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"X",2015,131,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"X",2016,134,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"X",2017,118,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XVIII",2006,169,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XVIII",2007,100,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XVIII",2008,196,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XVIII",2009,289,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XVIII",2010,238,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XVIII",2011,265,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XVIII",2012,206,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XVIII",2013,178,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XVIII",2014,162,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XVIII",2015,159,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XVIII",2016,196,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XVIII",2017,235,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XX",2006,221,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XX",2007,205,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XX",2008,223,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XX",2009,200,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XX",2010,182,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XX",2011,225,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XX",2012,199,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XX",2013,183,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XX",2014,171,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XX",2015,183,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XX",2016,176,"JUAZEIRO","N","-9,41072","-40,50355"
291840,"XX",2017,180,"JUAZEIRO","N","-9,41072","-40,50355"
292510,"II",2006,26,"POCOES","S","-14,52232","-40,36513"
292510,"II",2007,27,"POCOES","S","-14,52232","-40,36513"
292510,"II",2008,25,"POCOES","S","-14,52232","-40,36513"
292510,"II",2009,20,"POCOES","S","-14,52232","-40,36513"
292510,"II",2010,24,"POCOES","S","-14,52232","-40,36513"
292510,"II",2011,16,"POCOES","S","-14,52232","-40,36513"
292510,"II",2012,43,"POCOES","S","-14,52232","-40,36513"
292510,"II",2013,29,"POCOES","S","-14,52232","-40,36513"
292510,"II",2014,30,"POCOES","S","-14,52232","-40,36513"
292510,"II",2015,33,"POCOES","S","-14,52232","-40,36513"
292510,"II",2016,31,"POCOES","S","-14,52232","-40,36513"
292510,"II",2017,36,"POCOES","S","-14,52232","-40,36513"
292510,"IX",2006,98,"POCOES","S","-14,52232","-40,36513"
292510,"IX",2007,83,"POCOES","S","-14,52232","-40,36513"
292510,"IX",2008,43,"POCOES","S","-14,52232","-40,36513"
292510,"IX",2009,89,"POCOES","S","-14,52232","-40,36513"
292510,"IX",2010,54,"POCOES","S","-14,52232","-40,36513"
292510,"IX",2011,27,"POCOES","S","-14,52232","-40,36513"
292510,"IX",2012,75,"POCOES","S","-14,52232","-40,36513"
292510,"IX",2013,77,"POCOES","S","-14,52232","-40,36513"
292510,"IX",2014,80,"POCOES","S","-14,52232","-40,36513"
292510,"IX",2015,82,"POCOES","S","-14,52232","-40,36513"
292510,"IX",2016,72,"POCOES","S","-14,52232","-40,36513"
292510,"IX",2017,65,"POCOES","S","-14,52232","-40,36513"
292510,"X",2006,18,"POCOES","S","-14,52232","-40,36513"
292510,"X",2007,13,"POCOES","S","-14,52232","-40,36513"
292510,"X",2008,11,"POCOES","S","-14,52232","-40,36513"
292510,"X",2009,15,"POCOES","S","-14,52232","-40,36513"
292510,"X",2010,18,"POCOES","S","-14,52232","-40,36513"
292510,"X",2011,1,"POCOES","S","-14,52232","-40,36513"
292510,"X",2012,11,"POCOES","S","-14,52232","-40,36513"
292510,"X",2013,10,"POCOES","S","-14,52232","-40,36513"
292510,"X",2014,7,"POCOES","S","-14,52232","-40,36513"
292510,"X",2015,10,"POCOES","S","-14,52232","-40,36513"
292510,"X",2016,19,"POCOES","S","-14,52232","-40,36513"
292510,"X",2017,18,"POCOES","S","-14,52232","-40,36513"
