"idade","sexo","racacor","causabas","ano","n"
"80-89","M","null","XVIII","2008",477
"80-89","M","null","XVIII","2009",414
"80-89","M","null","XVIII","2010",403
"80-89","M","null","XVIII","2011",360
"80-89","M","null","XVIII","2012",316
"80-89","M","null","XVIII","2013",382
"80-89","M","null","XVIII","2014",361
"80-89","M","null","XVIII","2015",289
"80-89","M","null","XVIII","2016",279
"80-89","M","null","XVIII","2017",218
"80-89","M","null","XX","2006",32
"80-89","M","null","XX","2007",16
"80-89","M","null","XX","2008",18
"80-89","M","null","XX","2009",16
"80-89","M","null","XX","2010",11
"80-89","M","null","XX","2011",15
"80-89","M","null","XX","2012",12
"80-89","M","null","XX","2013",19
"80-89","M","null","XX","2014",15
"80-89","M","null","XX","2015",9
"80-89","M","null","XX","2016",14
"80-89","M","null","XX","2017",11
"80-89","M","Par","I","2006",86
"80-89","M","Par","I","2007",89
"80-89","M","Par","I","2008",87
"80-89","M","Par","I","2009",92
"80-89","M","Par","I","2010",97
"80-89","M","Par","I","2011",99
"80-89","M","Par","I","2012",126
"80-89","M","Par","I","2013",139
"80-89","M","Par","I","2014",120
"80-89","M","Par","I","2015",161
"80-89","M","Par","I","2016",167
"80-89","M","Par","I","2017",155
"80-89","M","Par","II","2006",265
"80-89","M","Par","II","2007",263
"80-89","M","Par","II","2008",292
"80-89","M","Par","II","2009",333
"80-89","M","Par","II","2010",391
"80-89","M","Par","II","2011",397
"80-89","M","Par","II","2012",427
"80-89","M","Par","II","2013",445
"80-89","M","Par","II","2014",435
"80-89","M","Par","II","2015",495
"80-89","M","Par","II","2016",528
"80-89","M","Par","II","2017",544
"80-89","M","Par","III","2006",9
"80-89","M","Par","III","2007",14
"80-89","M","Par","III","2008",14
"80-89","M","Par","III","2009",12
"80-89","M","Par","III","2010",17
"80-89","M","Par","III","2011",20
"80-89","M","Par","III","2012",23
"80-89","M","Par","III","2013",21
"80-89","M","Par","III","2014",21
"80-89","M","Par","III","2015",26
"80-89","M","Par","III","2016",29
"80-89","M","Par","III","2017",23
"80-89","M","Par","IV","2006",166
"80-89","M","Par","IV","2007",174
"80-89","M","Par","IV","2008",181
"80-89","M","Par","IV","2009",205
"80-89","M","Par","IV","2010",247
"80-89","M","Par","IV","2011",246
"80-89","M","Par","IV","2012",268
"80-89","M","Par","IV","2013",267
"80-89","M","Par","IV","2014",301
"80-89","M","Par","IV","2015",300
"80-89","M","Par","IV","2016",337
"80-89","M","Par","IV","2017",332
"80-89","M","Par","IX","2006",749
"80-89","M","Par","IX","2007",792
"80-89","M","Par","IX","2008",864
"80-89","M","Par","IX","2009",867
"80-89","M","Par","IX","2010",928
"80-89","M","Par","IX","2011",973
"80-89","M","Par","IX","2012",1030
"80-89","M","Par","IX","2013",1057
"80-89","M","Par","IX","2014",1067
"80-89","M","Par","IX","2015",1198
"80-89","M","Par","IX","2016",1217
"80-89","M","Par","IX","2017",1313
"80-89","M","Par","V","2006",14
"80-89","M","Par","V","2007",9
"80-89","M","Par","V","2008",15
"80-89","M","Par","V","2009",12
"80-89","M","Par","V","2010",20
"80-89","M","Par","V","2011",37
"80-89","M","Par","V","2012",12
"80-89","M","Par","V","2013",20
"80-89","M","Par","V","2014",18
"80-89","M","Par","V","2015",34
"80-89","M","Par","V","2016",26
"80-89","M","Par","V","2017",14
"80-89","M","Par","VI","2006",13
"80-89","M","Par","VI","2007",20
"80-89","M","Par","VI","2008",23
"80-89","M","Par","VI","2009",26
"80-89","M","Par","VI","2010",32
"80-89","M","Par","VI","2011",38
"80-89","M","Par","VI","2012",45
"80-89","M","Par","VI","2013",51
"80-89","M","Par","VI","2014",67
"80-89","M","Par","VI","2015",65
"80-89","M","Par","VI","2016",63
"80-89","M","Par","VI","2017",88
"80-89","M","Par","VII","2010",1
"80-89","M","Par","VII","2015",1
"80-89","M","Par","VIII","2006",1
"80-89","M","Par","VIII","2016",1
"80-89","M","Par","X","2006",235
"80-89","M","Par","X","2007",231
"80-89","M","Par","X","2008",257
"80-89","M","Par","X","2009",279
"80-89","M","Par","X","2010",324
"80-89","M","Par","X","2011",360
"80-89","M","Par","X","2012",384
"80-89","M","Par","X","2013",415
"80-89","M","Par","X","2014",395
"80-89","M","Par","X","2015",497
"80-89","M","Par","X","2016",494
"80-89","M","Par","X","2017",484
"80-89","M","Par","XI","2006",75
"80-89","M","Par","XI","2007",79
"80-89","M","Par","XI","2008",102
"80-89","M","Par","XI","2009",115
"80-89","M","Par","XI","2010",129
"80-89","M","Par","XI","2011",129
"80-89","M","Par","XI","2012",135
"80-89","M","Par","XI","2013",113
"80-89","M","Par","XI","2014",142
"80-89","M","Par","XI","2015",160
"80-89","M","Par","XI","2016",164
"80-89","M","Par","XI","2017",180
"80-89","M","Par","XII","2006",3
"80-89","M","Par","XII","2007",5
"80-89","M","Par","XII","2008",10
"80-89","M","Par","XII","2009",9
"80-89","M","Par","XII","2010",4
"80-89","M","Par","XII","2011",12
"80-89","M","Par","XII","2012",12
"80-89","M","Par","XII","2013",10
"80-89","M","Par","XII","2014",16
"80-89","M","Par","XII","2015",15
"80-89","M","Par","XII","2016",19
"80-89","M","Par","XII","2017",28
"80-89","M","Par","XIII","2006",4
"80-89","M","Par","XIII","2007",4
"80-89","M","Par","XIII","2008",8
"80-89","M","Par","XIII","2009",6
"80-89","M","Par","XIII","2010",15
"80-89","M","Par","XIII","2011",11
"80-89","M","Par","XIII","2012",7
"80-89","M","Par","XIII","2013",8
"80-89","M","Par","XIII","2014",9
"80-89","M","Par","XIII","2015",8
"80-89","M","Par","XIII","2016",13
"80-89","M","Par","XIII","2017",5
"80-89","M","Par","XIV","2006",39
"80-89","M","Par","XIV","2007",37
"80-89","M","Par","XIV","2008",37
"80-89","M","Par","XIV","2009",56
"80-89","M","Par","XIV","2010",87
"80-89","M","Par","XIV","2011",77
"80-89","M","Par","XIV","2012",83
"80-89","M","Par","XIV","2013",94
"80-89","M","Par","XIV","2014",115
"80-89","M","Par","XIV","2015",110
"80-89","M","Par","XIV","2016",134
"80-89","M","Par","XIV","2017",149
"80-89","M","Par","XVI","2008",1
"80-89","M","Par","XVII","2006",1
"80-89","M","Par","XVII","2007",2
"80-89","M","Par","XVII","2011",2
"80-89","M","Par","XVII","2012",1
"80-89","M","Par","XVII","2013",3
"80-89","M","Par","XVII","2014",2
"80-89","M","Par","XVII","2016",3
"80-89","M","Par","XVII","2017",5
"80-89","M","Par","XVIII","2006",410
"80-89","M","Par","XVIII","2007",368
"80-89","M","Par","XVIII","2008",424
"80-89","M","Par","XVIII","2009",439
"80-89","M","Par","XVIII","2010",512
"80-89","M","Par","XVIII","2011",570
"80-89","M","Par","XVIII","2012",523
"80-89","M","Par","XVIII","2013",496
"80-89","M","Par","XVIII","2014",570
"80-89","M","Par","XVIII","2015",647
"80-89","M","Par","XVIII","2016",701
"80-89","M","Par","XVIII","2017",638
"80-89","M","Par","XX","2006",62
"80-89","M","Par","XX","2007",56
"80-89","M","Par","XX","2008",64
"80-89","M","Par","XX","2009",77
"80-89","M","Par","XX","2010",87
"80-89","M","Par","XX","2011",80
"80-89","M","Par","XX","2012",86
"80-89","M","Par","XX","2013",92
"80-89","M","Par","XX","2014",117
"80-89","M","Par","XX","2015",112
"80-89","M","Par","XX","2016",116
"80-89","M","Par","XX","2017",136
"80-89","M","Pre","I","2006",22
"80-89","M","Pre","I","2007",27
"80-89","M","Pre","I","2008",23
"80-89","M","Pre","I","2009",20
"80-89","M","Pre","I","2010",33
"80-89","M","Pre","I","2011",32
"80-89","M","Pre","I","2012",31
"80-89","M","Pre","I","2013",44
"80-89","M","Pre","I","2014",32
"80-89","M","Pre","I","2015",31
"80-89","M","Pre","I","2016",41
"80-89","M","Pre","I","2017",32
"80-89","M","Pre","II","2006",62
"80-89","M","Pre","II","2007",54
"80-89","M","Pre","II","2008",76
"80-89","M","Pre","II","2009",101
"80-89","M","Pre","II","2010",93
"80-89","M","Pre","II","2011",112
"80-89","M","Pre","II","2012",100
"80-89","M","Pre","II","2013",121
"80-89","M","Pre","II","2014",96
"80-89","M","Pre","II","2015",120
"80-89","M","Pre","II","2016",133
"80-89","M","Pre","II","2017",157
"80-89","M","Pre","III","2006",2
"80-89","M","Pre","III","2007",1
"80-89","M","Pre","III","2009",2
"80-89","M","Pre","III","2010",3
"80-89","M","Pre","III","2011",4
"80-89","M","Pre","III","2012",6
"80-89","M","Pre","III","2013",6
"80-89","M","Pre","III","2014",4
"80-89","M","Pre","III","2015",4
"80-89","M","Pre","III","2016",9
"80-89","M","Pre","III","2017",4
"80-89","M","Pre","IV","2006",40
"80-89","M","Pre","IV","2007",48
"80-89","M","Pre","IV","2008",67
"80-89","M","Pre","IV","2009",63
"80-89","M","Pre","IV","2010",54
"80-89","M","Pre","IV","2011",85
"80-89","M","Pre","IV","2012",81
"80-89","M","Pre","IV","2013",80
"80-89","M","Pre","IV","2014",83
"80-89","M","Pre","IV","2015",91
"80-89","M","Pre","IV","2016",82
"80-89","M","Pre","IV","2017",108
"80-89","M","Pre","IX","2006",202
"80-89","M","Pre","IX","2007",210
"80-89","M","Pre","IX","2008",225
"80-89","M","Pre","IX","2009",220
"80-89","M","Pre","IX","2010",276
"80-89","M","Pre","IX","2011",281
"80-89","M","Pre","IX","2012",303
"80-89","M","Pre","IX","2013",287
"80-89","M","Pre","IX","2014",312
"80-89","M","Pre","IX","2015",296
"80-89","M","Pre","IX","2016",283
"80-89","M","Pre","IX","2017",306
"80-89","M","Pre","V","2006",4
"80-89","M","Pre","V","2007",2
"80-89","M","Pre","V","2008",2
"80-89","M","Pre","V","2009",5
"80-89","M","Pre","V","2010",4
"80-89","M","Pre","V","2011",8
"80-89","M","Pre","V","2012",2
"80-89","M","Pre","V","2013",4
"80-89","M","Pre","V","2014",5
"80-89","M","Pre","V","2015",4
"80-89","M","Pre","V","2016",2
"80-89","M","Pre","V","2017",6
"80-89","M","Pre","VI","2006",6
"80-89","M","Pre","VI","2007",4
"80-89","M","Pre","VI","2008",4
"80-89","M","Pre","VI","2009",3
"80-89","M","Pre","VI","2010",9
"80-89","M","Pre","VI","2011",6
"80-89","M","Pre","VI","2012",6
"80-89","M","Pre","VI","2013",7
"80-89","M","Pre","VI","2014",10
"80-89","M","Pre","VI","2015",15
"80-89","M","Pre","VI","2016",14
"80-89","M","Pre","VI","2017",12
"80-89","M","Pre","X","2006",60
"80-89","M","Pre","X","2007",52
"80-89","M","Pre","X","2008",53
"80-89","M","Pre","X","2009",68
"80-89","M","Pre","X","2010",75
"80-89","M","Pre","X","2011",93
"80-89","M","Pre","X","2012",82
"80-89","M","Pre","X","2013",91
"80-89","M","Pre","X","2014",100
"80-89","M","Pre","X","2015",92
"80-89","M","Pre","X","2016",105
"80-89","M","Pre","X","2017",99
"80-89","M","Pre","XI","2006",18
"80-89","M","Pre","XI","2007",20
"80-89","M","Pre","XI","2008",29
"80-89","M","Pre","XI","2009",26
"80-89","M","Pre","XI","2010",25
"80-89","M","Pre","XI","2011",28
"80-89","M","Pre","XI","2012",31
"80-89","M","Pre","XI","2013",30
"80-89","M","Pre","XI","2014",29
"80-89","M","Pre","XI","2015",32
"80-89","M","Pre","XI","2016",36
"80-89","M","Pre","XI","2017",37
"80-89","M","Pre","XII","2006",2
"80-89","M","Pre","XII","2007",6
"80-89","M","Pre","XII","2008",2
"80-89","M","Pre","XII","2009",6
"80-89","M","Pre","XII","2010",2
"80-89","M","Pre","XII","2011",3
"80-89","M","Pre","XII","2012",4
"80-89","M","Pre","XII","2013",7
"80-89","M","Pre","XII","2014",4
"80-89","M","Pre","XII","2015",7
"80-89","M","Pre","XII","2016",5
"80-89","M","Pre","XII","2017",8
"80-89","M","Pre","XIII","2007",1
"80-89","M","Pre","XIII","2008",4
"80-89","M","Pre","XIII","2009",2
"80-89","M","Pre","XIII","2010",5
"80-89","M","Pre","XIII","2011",4
"80-89","M","Pre","XIII","2012",2
"80-89","M","Pre","XIII","2013",3
"80-89","M","Pre","XIII","2014",1
"80-89","M","Pre","XIII","2015",1
"80-89","M","Pre","XIII","2016",1
"80-89","M","Pre","XIII","2017",3
"80-89","M","Pre","XIV","2006",14
"80-89","M","Pre","XIV","2007",14
"80-89","M","Pre","XIV","2008",9
"80-89","M","Pre","XIV","2009",13
"80-89","M","Pre","XIV","2010",12
"80-89","M","Pre","XIV","2011",19
"80-89","M","Pre","XIV","2012",20
"80-89","M","Pre","XIV","2013",32
"80-89","M","Pre","XIV","2014",33
"80-89","M","Pre","XIV","2015",34
"80-89","M","Pre","XIV","2016",33
"80-89","M","Pre","XIV","2017",45
"80-89","M","Pre","XVII","2007",1
"80-89","M","Pre","XVII","2011",1
"80-89","M","Pre","XVII","2012",1
"80-89","M","Pre","XVII","2013",1
"80-89","M","Pre","XVII","2015",2
"80-89","M","Pre","XVII","2016",2
"80-89","M","Pre","XVIII","2006",70
"80-89","M","Pre","XVIII","2007",74
"80-89","M","Pre","XVIII","2008",59
"80-89","M","Pre","XVIII","2009",81
"80-89","M","Pre","XVIII","2010",74
"80-89","M","Pre","XVIII","2011",93
"80-89","M","Pre","XVIII","2012",108
"80-89","M","Pre","XVIII","2013",101
"80-89","M","Pre","XVIII","2014",99
"80-89","M","Pre","XVIII","2015",119
"80-89","M","Pre","XVIII","2016",122
"80-89","M","Pre","XVIII","2017",135
"80-89","M","Pre","XX","2006",10
"80-89","M","Pre","XX","2007",12
"80-89","M","Pre","XX","2008",7
"80-89","M","Pre","XX","2009",12
"80-89","M","Pre","XX","2010",15
"80-89","M","Pre","XX","2011",15
"80-89","M","Pre","XX","2012",11
"80-89","M","Pre","XX","2013",19
"80-89","M","Pre","XX","2014",15
"80-89","M","Pre","XX","2015",14
"80-89","M","Pre","XX","2016",10
"80-89","M","Pre","XX","2017",15
"90-99","F","Ama","I","2006",3
"90-99","F","Ama","I","2011",1
"90-99","F","Ama","I","2013",3
"90-99","F","Ama","I","2015",2
"90-99","F","Ama","I","2016",1
"90-99","F","Ama","I","2017",1
"90-99","F","Ama","II","2006",1
"90-99","F","Ama","II","2010",1
"90-99","F","Ama","II","2011",3
"90-99","F","Ama","II","2013",2
"90-99","F","Ama","II","2015",1
"90-99","F","Ama","II","2016",1
"90-99","F","Ama","III","2009",1
"90-99","F","Ama","III","2014",1
"90-99","F","Ama","IV","2009",1
"90-99","F","Ama","IV","2010",1
"90-99","F","Ama","IV","2011",3
"90-99","F","Ama","IV","2012",3
"90-99","F","Ama","IV","2015",1
"90-99","F","Ama","IV","2016",3
"90-99","F","Ama","IV","2017",6
"90-99","F","Ama","IX","2007",2
"90-99","F","Ama","IX","2009",2
"90-99","F","Ama","IX","2010",4
"90-99","F","Ama","IX","2011",2
"90-99","F","Ama","IX","2012",5
"90-99","F","Ama","IX","2013",4
"90-99","F","Ama","IX","2014",7
"90-99","F","Ama","IX","2015",3
"90-99","F","Ama","IX","2016",4
"90-99","F","Ama","IX","2017",9
"90-99","F","Ama","V","2010",1
"90-99","F","Ama","V","2011",1
"90-99","F","Ama","VI","2010",1
"90-99","F","Ama","VI","2012",1
"90-99","F","Ama","VI","2017",1
"90-99","F","Ama","X","2006",1
"90-99","F","Ama","X","2008",1
"90-99","F","Ama","X","2010",1
"90-99","F","Ama","X","2011",2
"90-99","F","Ama","X","2012",1
"90-99","F","Ama","X","2013",1
"90-99","F","Ama","X","2014",2
"90-99","F","Ama","X","2015",6
"90-99","F","Ama","X","2016",2
"90-99","F","Ama","X","2017",1
"90-99","F","Ama","XI","2010",1
"90-99","F","Ama","XI","2011",1
"90-99","F","Ama","XI","2013",1
"90-99","F","Ama","XIII","2012",1
"90-99","F","Ama","XIII","2016",1
"90-99","F","Ama","XIV","2009",1
"90-99","F","Ama","XIV","2013",1
"90-99","F","Ama","XIV","2017",2
"90-99","F","Ama","XVIII","2006",1
"90-99","F","Ama","XVIII","2008",4
"90-99","F","Ama","XVIII","2010",1
"90-99","F","Ama","XVIII","2011",3
"90-99","F","Ama","XVIII","2012",4
"90-99","F","Ama","XVIII","2013",2
"90-99","F","Ama","XVIII","2014",4
"90-99","F","Ama","XVIII","2015",2
"90-99","F","Ama","XVIII","2016",3
"90-99","F","Ama","XVIII","2017",3
"90-99","F","Ama","XX","2006",2
"90-99","F","Ama","XX","2014",1
"90-99","F","Ama","XX","2015",2
"90-99","F","Ama","XX","2017",1
"90-99","F","Bra","I","2006",26
"90-99","F","Bra","I","2007",28
"90-99","F","Bra","I","2008",31
"90-99","F","Bra","I","2009",28
"90-99","F","Bra","I","2010",30
"90-99","F","Bra","I","2011",34
"90-99","F","Bra","I","2012",42
"90-99","F","Bra","I","2013",57
"90-99","F","Bra","I","2014",37
"90-99","F","Bra","I","2015",53
"90-99","F","Bra","I","2016",51
"90-99","F","Bra","I","2017",64
"90-99","F","Bra","II","2006",41
"90-99","F","Bra","II","2007",39
"90-99","F","Bra","II","2008",58
"90-99","F","Bra","II","2009",54
"90-99","F","Bra","II","2010",67
"90-99","F","Bra","II","2011",64
"90-99","F","Bra","II","2012",60
"90-99","F","Bra","II","2013",56
"90-99","F","Bra","II","2014",85
"90-99","F","Bra","II","2015",73
"90-99","F","Bra","II","2016",88
"90-99","F","Bra","II","2017",96
"90-99","F","Bra","III","2006",7
"90-99","F","Bra","III","2007",3
"90-99","F","Bra","III","2008",2
"90-99","F","Bra","III","2009",3
"90-99","F","Bra","III","2010",10
"90-99","F","Bra","III","2011",6
"90-99","F","Bra","III","2012",2
"90-99","F","Bra","III","2013",8
"90-99","F","Bra","III","2014",8
"90-99","F","Bra","III","2015",6
"90-99","F","Bra","III","2016",16
"90-99","F","Bra","III","2017",12
"90-99","F","Bra","IV","2006",57
"90-99","F","Bra","IV","2007",76
"90-99","F","Bra","IV","2008",59
"90-99","F","Bra","IV","2009",79
"90-99","F","Bra","IV","2010",72
"90-99","F","Bra","IV","2011",93
"90-99","F","Bra","IV","2012",93
"90-99","F","Bra","IV","2013",117
"90-99","F","Bra","IV","2014",98
"90-99","F","Bra","IV","2015",96
"90-99","F","Bra","IV","2016",99
"90-99","F","Bra","IV","2017",138
"90-99","F","Bra","IX","2006",255
"90-99","F","Bra","IX","2007",281
"90-99","F","Bra","IX","2008",297
"90-99","F","Bra","IX","2009",269
"90-99","F","Bra","IX","2010",337
"90-99","F","Bra","IX","2011",332
"90-99","F","Bra","IX","2012",344
"90-99","F","Bra","IX","2013",339
"90-99","F","Bra","IX","2014",417
"90-99","F","Bra","IX","2015",428
"90-99","F","Bra","IX","2016",399
"90-99","F","Bra","IX","2017",486
"90-99","F","Bra","V","2006",15
"90-99","F","Bra","V","2007",13
"90-99","F","Bra","V","2008",7
"90-99","F","Bra","V","2009",13
"90-99","F","Bra","V","2010",20
"90-99","F","Bra","V","2011",18
"90-99","F","Bra","V","2012",5
"90-99","F","Bra","V","2013",14
"90-99","F","Bra","V","2014",14
"90-99","F","Bra","V","2015",13
"90-99","F","Bra","V","2016",8
"90-99","F","Bra","V","2017",6
"90-99","F","Bra","VI","2006",20
"90-99","F","Bra","VI","2007",16
"90-99","F","Bra","VI","2008",30
"90-99","F","Bra","VI","2009",18
"90-99","F","Bra","VI","2010",22
"90-99","F","Bra","VI","2011",30
"90-99","F","Bra","VI","2012",40
"90-99","F","Bra","VI","2013",33
"90-99","F","Bra","VI","2014",49
"90-99","F","Bra","VI","2015",41
"90-99","F","Bra","VI","2016",64
"90-99","F","Bra","VI","2017",73
"90-99","F","Bra","VIII","2009",1
"90-99","F","Bra","VIII","2015",1
"90-99","F","Bra","X","2006",131
"90-99","F","Bra","X","2007",132
"90-99","F","Bra","X","2008",130
"90-99","F","Bra","X","2009",139
"90-99","F","Bra","X","2010",170
"90-99","F","Bra","X","2011",176
"90-99","F","Bra","X","2012",179
"90-99","F","Bra","X","2013",178
"90-99","F","Bra","X","2014",205
"90-99","F","Bra","X","2015",260
"90-99","F","Bra","X","2016",218
"90-99","F","Bra","X","2017",271
"90-99","F","Bra","XI","2006",20
"90-99","F","Bra","XI","2007",27
"90-99","F","Bra","XI","2008",35
"90-99","F","Bra","XI","2009",24
"90-99","F","Bra","XI","2010",22
"90-99","F","Bra","XI","2011",33
"90-99","F","Bra","XI","2012",27
"90-99","F","Bra","XI","2013",39
"90-99","F","Bra","XI","2014",46
"90-99","F","Bra","XI","2015",38
"90-99","F","Bra","XI","2016",39
"90-99","F","Bra","XI","2017",46
"90-99","F","Bra","XII","2006",4
"90-99","F","Bra","XII","2007",4
"90-99","F","Bra","XII","2008",3
"90-99","F","Bra","XII","2009",7
"90-99","F","Bra","XII","2010",7
"90-99","F","Bra","XII","2011",7
"90-99","F","Bra","XII","2012",14
"90-99","F","Bra","XII","2013",17
"90-99","F","Bra","XII","2014",12
"90-99","F","Bra","XII","2015",14
"90-99","F","Bra","XII","2016",8
"90-99","F","Bra","XII","2017",14
"90-99","F","Bra","XIII","2006",4
"90-99","F","Bra","XIII","2007",8
"90-99","F","Bra","XIII","2008",9
"90-99","F","Bra","XIII","2009",15
"90-99","F","Bra","XIII","2010",21
"90-99","F","Bra","XIII","2011",11
"90-99","F","Bra","XIII","2012",14
"90-99","F","Bra","XIII","2013",15
"90-99","F","Bra","XIII","2014",14
"90-99","F","Bra","XIII","2015",11
"90-99","F","Bra","XIII","2016",12
"90-99","F","Bra","XIII","2017",15
"90-99","F","Bra","XIV","2006",17
"90-99","F","Bra","XIV","2007",12
"90-99","F","Bra","XIV","2008",25
"90-99","F","Bra","XIV","2009",19
"90-99","F","Bra","XIV","2010",23
"90-99","F","Bra","XIV","2011",27
"90-99","F","Bra","XIV","2012",27
"90-99","F","Bra","XIV","2013",31
"90-99","F","Bra","XIV","2014",35
"90-99","F","Bra","XIV","2015",49
"90-99","F","Bra","XIV","2016",43
"90-99","F","Bra","XIV","2017",50
"90-99","F","Bra","XVII","2010",1
"90-99","F","Bra","XVII","2011",1
"90-99","F","Bra","XVII","2013",1
"90-99","F","Bra","XVII","2016",2
"90-99","F","Bra","XVIII","2006",127
"90-99","F","Bra","XVIII","2007",109
"90-99","F","Bra","XVIII","2008",174
"90-99","F","Bra","XVIII","2009",141
"90-99","F","Bra","XVIII","2010",148
"90-99","F","Bra","XVIII","2011",174
"90-99","F","Bra","XVIII","2012",178
"90-99","F","Bra","XVIII","2013",222
"90-99","F","Bra","XVIII","2014",215
"90-99","F","Bra","XVIII","2015",274
"90-99","F","Bra","XVIII","2016",222
"90-99","F","Bra","XVIII","2017",262
"90-99","F","Bra","XX","2006",19
"90-99","F","Bra","XX","2007",21
"90-99","F","Bra","XX","2008",28
"90-99","F","Bra","XX","2009",29
"90-99","F","Bra","XX","2010",32
"90-99","F","Bra","XX","2011",41
"90-99","F","Bra","XX","2012",49
"90-99","F","Bra","XX","2013",47
"90-99","F","Bra","XX","2014",41
"90-99","F","Bra","XX","2015",55
"90-99","F","Bra","XX","2016",55
"90-99","F","Bra","XX","2017",60
"90-99","F","Ind","II","2014",1
"90-99","F","Ind","II","2015",1
"90-99","F","Ind","II","2017",2
"90-99","F","Ind","IV","2009",1
"90-99","F","Ind","IV","2010",1
"90-99","F","Ind","IV","2013",1
"90-99","F","Ind","IV","2016",1
"90-99","F","Ind","IV","2017",3
"90-99","F","Ind","IX","2006",1
"90-99","F","Ind","IX","2007",2
"90-99","F","Ind","IX","2008",3
"90-99","F","Ind","IX","2009",1
"90-99","F","Ind","IX","2010",1
"90-99","F","Ind","IX","2011",2
"90-99","F","Ind","IX","2012",2
"90-99","F","Ind","IX","2013",3
"90-99","F","Ind","IX","2014",5
"90-99","F","Ind","IX","2015",3
"90-99","F","Ind","IX","2016",3
"90-99","F","Ind","IX","2017",7
"90-99","F","Ind","V","2011",1
"90-99","F","Ind","VI","2016",1
"90-99","F","Ind","VI","2017",1
"90-99","F","Ind","X","2007",1
"90-99","F","Ind","X","2010",1
"90-99","F","Ind","X","2012",1
"90-99","F","Ind","X","2014",1
"90-99","F","Ind","X","2015",2
"90-99","F","Ind","X","2016",1
"90-99","F","Ind","X","2017",1
"90-99","F","Ind","XI","2007",1
"90-99","F","Ind","XI","2008",2
"90-99","F","Ind","XI","2011",1
"90-99","F","Ind","XI","2013",1
"90-99","F","Ind","XII","2010",1
"90-99","F","Ind","XIII","2013",1
"90-99","F","Ind","XIII","2015",1
"90-99","F","Ind","XIV","2013",1
"90-99","F","Ind","XVIII","2007",2
"90-99","F","Ind","XVIII","2011",1
"90-99","F","Ind","XVIII","2012",1
"90-99","F","Ind","XVIII","2013",3
"90-99","F","Ind","XVIII","2015",1
"90-99","F","Ind","XVIII","2016",3
"90-99","F","Ind","XVIII","2017",2
"90-99","F","Ind","XX","2013",1
"90-99","F","Ind","XX","2017",1
"90-99","F","null","I","2006",22
"90-99","F","null","I","2007",7
"90-99","F","null","I","2008",11
"90-99","F","null","I","2009",16
"90-99","F","null","I","2010",15
"90-99","F","null","I","2011",13
"90-99","F","null","I","2012",14
"90-99","F","null","I","2013",22
"90-99","F","null","I","2014",14
"90-99","F","null","I","2015",15
"90-99","F","null","I","2016",11
"90-99","F","null","I","2017",16
"90-99","F","null","II","2006",28
"90-99","F","null","II","2007",18
"90-99","F","null","II","2008",24
"90-99","F","null","II","2009",33
"90-99","F","null","II","2010",18
"90-99","F","null","II","2011",24
"90-99","F","null","II","2012",18
"90-99","F","null","II","2013",20
"90-99","F","null","II","2014",16
"90-99","F","null","II","2015",15
"90-99","F","null","II","2016",19
"90-99","F","null","II","2017",15
"90-99","F","null","III","2006",4
"90-99","F","null","III","2007",1
"90-99","F","null","III","2008",2
"90-99","F","null","III","2009",4
"90-99","F","null","III","2010",2
"90-99","F","null","III","2011",5
"90-99","F","null","III","2012",3
"90-99","F","null","III","2013",6
"90-99","F","null","III","2014",2
"90-99","F","null","III","2015",3
"90-99","F","null","III","2016",2
"90-99","F","null","III","2017",4
"90-99","F","null","IV","2006",44
"90-99","F","null","IV","2007",58
"90-99","F","null","IV","2008",52
"90-99","F","null","IV","2009",50
"90-99","F","null","IV","2010",50
"90-99","F","null","IV","2011",42
"90-99","F","null","IV","2012",48
"90-99","F","null","IV","2013",47
"90-99","F","null","IV","2014",40
"90-99","F","null","IV","2015",41
"90-99","F","null","IV","2016",36
"90-99","F","null","IV","2017",22
"90-99","F","null","IX","2006",255
"90-99","F","null","IX","2007",196
"90-99","F","null","IX","2008",210
"90-99","F","null","IX","2009",197
"90-99","F","null","IX","2010",175
"90-99","F","null","IX","2011",161
"90-99","F","null","IX","2012",192
"90-99","F","null","IX","2013",171
"90-99","F","null","IX","2014",142
"90-99","F","null","IX","2015",125
"90-99","F","null","IX","2016",117
"90-99","F","null","IX","2017",115
"90-99","F","null","V","2006",3
"90-99","F","null","V","2007",9
"90-99","F","null","V","2008",3
"90-99","F","null","V","2009",4
"90-99","F","null","V","2010",5
"90-99","F","null","V","2011",2
"90-99","F","null","V","2012",2
"90-99","F","null","V","2013",3
"90-99","F","null","V","2014",3
"90-99","F","null","V","2015",4
"90-99","F","null","V","2016",2
"90-99","F","null","V","2017",1
"90-99","F","null","VI","2006",2
"90-99","F","null","VI","2007",6
"90-99","F","null","VI","2008",3
"90-99","F","null","VI","2009",6
"90-99","F","null","VI","2010",6
"90-99","F","null","VI","2011",9
"90-99","F","null","VI","2012",6
"90-99","F","null","VI","2013",8
"90-99","F","null","VI","2014",16
"90-99","F","null","VI","2015",13
"90-99","F","null","VI","2016",16
"90-99","F","null","VI","2017",8
"90-99","F","null","VII","2012",1
"90-99","F","null","VIII","2008",1
"90-99","F","null","X","2006",55
"90-99","F","null","X","2007",65
"90-99","F","null","X","2008",47
"90-99","F","null","X","2009",54
"90-99","F","null","X","2010",46
"90-99","F","null","X","2011",42
"90-99","F","null","X","2012",48
"90-99","F","null","X","2013",57
"90-99","F","null","X","2014",39
