"idade","sexo","racacor","causabas","ano","n"
"10-19","M","Bra","IX","2012",6
"10-19","M","Bra","IX","2013",8
"10-19","M","Bra","IX","2014",7
"10-19","M","Bra","IX","2015",5
"10-19","M","Bra","IX","2016",4
"10-19","M","Bra","IX","2017",5
"10-19","M","Bra","V","2008",2
"10-19","M","Bra","V","2009",1
"10-19","M","Bra","V","2010",1
"10-19","M","Bra","V","2013",2
"10-19","M","Bra","V","2014",1
"10-19","M","Bra","VI","2006",6
"10-19","M","Bra","VI","2007",4
"10-19","M","Bra","VI","2008",12
"10-19","M","Bra","VI","2009",13
"10-19","M","Bra","VI","2010",12
"10-19","M","Bra","VI","2011",16
"10-19","M","Bra","VI","2012",7
"10-19","M","Bra","VI","2013",14
"10-19","M","Bra","VI","2014",8
"10-19","M","Bra","VI","2015",12
"10-19","M","Bra","VI","2016",12
"10-19","M","Bra","VI","2017",7
"10-19","M","Bra","X","2006",7
"10-19","M","Bra","X","2007",5
"10-19","M","Bra","X","2008",5
"10-19","M","Bra","X","2009",2
"10-19","M","Bra","X","2010",11
"10-19","M","Bra","X","2011",6
"10-19","M","Bra","X","2012",9
"10-19","M","Bra","X","2013",6
"10-19","M","Bra","X","2014",8
"10-19","M","Bra","X","2015",4
"10-19","M","Bra","X","2016",3
"10-19","M","Bra","X","2017",7
"10-19","M","Bra","XI","2008",1
"10-19","M","Bra","XI","2009",2
"10-19","M","Bra","XI","2010",2
"10-19","M","Bra","XI","2011",2
"10-19","M","Bra","XI","2012",2
"10-19","M","Bra","XI","2013",1
"10-19","M","Bra","XI","2014",2
"10-19","M","Bra","XI","2015",2
"10-19","M","Bra","XI","2016",4
"10-19","M","Bra","XI","2017",1
"10-19","M","Bra","XII","2008",1
"10-19","M","Bra","XII","2012",2
"10-19","M","Bra","XII","2013",1
"10-19","M","Bra","XII","2016",1
"10-19","M","Bra","XII","2017",2
"10-19","M","Bra","XIII","2007",1
"10-19","M","Bra","XIII","2010",1
"10-19","M","Bra","XIII","2011",2
"10-19","M","Bra","XIII","2014",1
"10-19","M","Bra","XIII","2015",1
"10-19","M","Bra","XIII","2016",2
"10-19","M","Bra","XIV","2006",2
"10-19","M","Bra","XIV","2009",2
"10-19","M","Bra","XIV","2010",1
"10-19","M","Bra","XIV","2011",2
"10-19","M","Bra","XIV","2015",3
"10-19","M","Bra","XIV","2016",4
"10-19","M","Bra","XIV","2017",1
"10-19","M","Bra","XVII","2008",2
"10-19","M","Bra","XVII","2009",2
"10-19","M","Bra","XVII","2010",3
"10-19","M","Bra","XVII","2011",3
"10-19","M","Bra","XVII","2012",3
"10-19","M","Bra","XVII","2013",4
"10-19","M","Bra","XVII","2014",2
"10-19","M","Bra","XVII","2015",3
"10-19","M","Bra","XVII","2017",1
"10-19","M","Bra","XVIII","2006",4
"10-19","M","Bra","XVIII","2007",8
"10-19","M","Bra","XVIII","2008",8
"10-19","M","Bra","XVIII","2009",12
"10-19","M","Bra","XVIII","2010",10
"10-19","M","Bra","XVIII","2011",9
"10-19","M","Bra","XVIII","2012",9
"10-19","M","Bra","XVIII","2013",4
"10-19","M","Bra","XVIII","2014",9
"10-19","M","Bra","XVIII","2015",8
"10-19","M","Bra","XVIII","2016",6
"10-19","M","Bra","XVIII","2017",7
"10-19","M","Bra","XX","2006",57
"10-19","M","Bra","XX","2007",76
"10-19","M","Bra","XX","2008",90
"10-19","M","Bra","XX","2009",81
"10-19","M","Bra","XX","2010",105
"10-19","M","Bra","XX","2011",106
"10-19","M","Bra","XX","2012",123
"10-19","M","Bra","XX","2013",105
"10-19","M","Bra","XX","2014",91
"10-19","M","Bra","XX","2015",96
"10-19","M","Bra","XX","2016",94
"10-19","M","Bra","XX","2017",91
"10-19","M","Ind","I","2009",1
"10-19","M","Ind","II","2015",1
"10-19","M","Ind","X","2006",1
"10-19","M","Ind","XVIII","2006",1
"10-19","M","Ind","XX","2007",1
"10-19","M","Ind","XX","2008",4
"10-19","M","Ind","XX","2009",1
"10-19","M","Ind","XX","2012",1
"10-19","M","Ind","XX","2013",1
"10-19","M","Ind","XX","2014",1
"10-19","M","Ind","XX","2015",1
"10-19","M","Ind","XX","2016",2
"10-19","M","Ind","XX","2017",2
"10-19","M","null","I","2006",7
"10-19","M","null","I","2007",5
"10-19","M","null","I","2008",6
"10-19","M","null","I","2009",3
"10-19","M","null","I","2010",7
"10-19","M","null","I","2011",4
"10-19","M","null","I","2012",3
"10-19","M","null","I","2013",6
"10-19","M","null","I","2014",3
"10-19","M","null","I","2015",3
"10-19","M","null","I","2016",1
"10-19","M","null","I","2017",2
"10-19","M","null","II","2006",4
"10-19","M","null","II","2007",9
"10-19","M","null","II","2008",6
"10-19","M","null","II","2009",6
"10-19","M","null","II","2010",5
"10-19","M","null","II","2011",6
"10-19","M","null","II","2012",6
"10-19","M","null","II","2013",5
"10-19","M","null","II","2014",3
"10-19","M","null","II","2015",2
"10-19","M","null","II","2016",5
"10-19","M","null","II","2017",5
"10-19","M","null","III","2006",2
"10-19","M","null","III","2007",2
"10-19","M","null","III","2011",2
"10-19","M","null","III","2012",1
"10-19","M","null","III","2013",1
"10-19","M","null","III","2015",1
"10-19","M","null","III","2016",1
"10-19","M","null","IV","2007",2
"10-19","M","null","IV","2009",5
"10-19","M","null","IV","2010",3
"10-19","M","null","IV","2011",1
"10-19","M","null","IV","2012",2
"10-19","M","null","IV","2014",2
"10-19","M","null","IV","2015",1
"10-19","M","null","IV","2016",2
"10-19","M","null","IX","2006",9
"10-19","M","null","IX","2007",7
"10-19","M","null","IX","2008",13
"10-19","M","null","IX","2009",4
"10-19","M","null","IX","2010",4
"10-19","M","null","IX","2011",7
"10-19","M","null","IX","2012",8
"10-19","M","null","IX","2013",4
"10-19","M","null","IX","2014",5
"10-19","M","null","IX","2015",4
"10-19","M","null","IX","2016",3
"10-19","M","null","IX","2017",3
"10-19","M","null","V","2010",1
"10-19","M","null","V","2011",1
"10-19","M","null","V","2012",1
"10-19","M","null","V","2013",1
"10-19","M","null","V","2014",1
"10-19","M","null","VI","2006",10
"10-19","M","null","VI","2007",9
"10-19","M","null","VI","2008",4
"10-19","M","null","VI","2009",11
"10-19","M","null","VI","2010",7
"10-19","M","null","VI","2011",3
"10-19","M","null","VI","2012",5
"10-19","M","null","VI","2013",14
"10-19","M","null","VI","2014",6
"10-19","M","null","VI","2015",2
"10-19","M","null","VI","2017",2
"10-19","M","null","VIII","2009",1
"10-19","M","null","X","2006",4
"10-19","M","null","X","2007",9
"10-19","M","null","X","2008",6
"10-19","M","null","X","2009",6
"10-19","M","null","X","2010",6
"10-19","M","null","X","2011",4
"10-19","M","null","X","2012",3
"10-19","M","null","X","2013",4
"10-19","M","null","X","2014",5
"10-19","M","null","X","2015",1
"10-19","M","null","X","2016",1
"10-19","M","null","X","2017",1
"10-19","M","null","XI","2006",2
"10-19","M","null","XI","2007",5
"10-19","M","null","XI","2010",3
"10-19","M","null","XI","2011",2
"10-19","M","null","XI","2012",3
"10-19","M","null","XI","2013",4
"10-19","M","null","XI","2014",2
"10-19","M","null","XI","2015",5
"10-19","M","null","XI","2017",2
"10-19","M","null","XII","2008",1
"10-19","M","null","XII","2017",1
"10-19","M","null","XIII","2006",2
"10-19","M","null","XIII","2007",1
"10-19","M","null","XIII","2011",1
"10-19","M","null","XIV","2007",1
"10-19","M","null","XIV","2008",1
"10-19","M","null","XIV","2009",2
"10-19","M","null","XIV","2010",1
"10-19","M","null","XIV","2013",1
"10-19","M","null","XIV","2016",1
"10-19","M","null","XIV","2017",1
"10-19","M","null","XVII","2006",3
"10-19","M","null","XVII","2007",2
"10-19","M","null","XVII","2008",1
"10-19","M","null","XVII","2009",1
"10-19","M","null","XVII","2010",3
"10-19","M","null","XVII","2011",2
"10-19","M","null","XVII","2012",4
"10-19","M","null","XVII","2013",3
"10-19","M","null","XVII","2014",3
"10-19","M","null","XVII","2015",1
"10-19","M","null","XVIII","2006",37
"10-19","M","null","XVIII","2007",18
"10-19","M","null","XVIII","2008",20
"10-19","M","null","XVIII","2009",18
"10-19","M","null","XVIII","2010",16
"10-19","M","null","XVIII","2011",12
"10-19","M","null","XVIII","2012",11
"10-19","M","null","XVIII","2013",12
"10-19","M","null","XVIII","2014",12
"10-19","M","null","XVIII","2015",11
"10-19","M","null","XVIII","2016",7
"10-19","M","null","XVIII","2017",4
"10-19","M","null","XX","2006",80
"10-19","M","null","XX","2007",78
"10-19","M","null","XX","2008",55
"10-19","M","null","XX","2009",71
"10-19","M","null","XX","2010",66
"10-19","M","null","XX","2011",69
"10-19","M","null","XX","2012",79
"10-19","M","null","XX","2013",47
"10-19","M","null","XX","2014",50
"10-19","M","null","XX","2015",28
"10-19","M","null","XX","2016",47
"10-19","M","null","XX","2017",29
"10-19","M","Par","I","2006",18
"10-19","M","Par","I","2007",15
"10-19","M","Par","I","2008",24
"10-19","M","Par","I","2009",22
"10-19","M","Par","I","2010",20
"10-19","M","Par","I","2011",20
"10-19","M","Par","I","2012",18
"10-19","M","Par","I","2013",19
"10-19","M","Par","I","2014",16
"10-19","M","Par","I","2015",12
"10-19","M","Par","I","2016",22
"10-19","M","Par","I","2017",17
"10-19","M","Par","II","2006",37
"10-19","M","Par","II","2007",29
"10-19","M","Par","II","2008",41
"10-19","M","Par","II","2009",38
"10-19","M","Par","II","2010",35
"10-19","M","Par","II","2011",30
"10-19","M","Par","II","2012",27
"10-19","M","Par","II","2013",37
"10-19","M","Par","II","2014",41
"10-19","M","Par","II","2015",34
"10-19","M","Par","II","2016",27
"10-19","M","Par","II","2017",28
"10-19","M","Par","III","2006",7
"10-19","M","Par","III","2007",5
"10-19","M","Par","III","2008",5
"10-19","M","Par","III","2009",7
"10-19","M","Par","III","2010",10
"10-19","M","Par","III","2011",3
"10-19","M","Par","III","2012",7
"10-19","M","Par","III","2013",7
"10-19","M","Par","III","2014",12
"10-19","M","Par","III","2015",8
"10-19","M","Par","III","2016",8
"10-19","M","Par","III","2017",6
"10-19","M","Par","IV","2006",7
"10-19","M","Par","IV","2007",2
"10-19","M","Par","IV","2008",5
"10-19","M","Par","IV","2009",5
"10-19","M","Par","IV","2010",8
"10-19","M","Par","IV","2011",12
"10-19","M","Par","IV","2012",5
"10-19","M","Par","IV","2013",1
"10-19","M","Par","IV","2014",8
"10-19","M","Par","IV","2015",4
"10-19","M","Par","IV","2016",1
"10-19","M","Par","IV","2017",13
"10-19","M","Par","IX","2006",27
"10-19","M","Par","IX","2007",26
"10-19","M","Par","IX","2008",21
"10-19","M","Par","IX","2009",21
"10-19","M","Par","IX","2010",31
"10-19","M","Par","IX","2011",25
"10-19","M","Par","IX","2012",26
"10-19","M","Par","IX","2013",27
"10-19","M","Par","IX","2014",35
"10-19","M","Par","IX","2015",29
"10-19","M","Par","IX","2016",29
"10-19","M","Par","IX","2017",33
"10-19","M","Par","V","2006",1
"10-19","M","Par","V","2007",2
"10-19","M","Par","V","2008",3
"10-19","M","Par","V","2010",4
"10-19","M","Par","V","2011",1
"10-19","M","Par","V","2012",1
"10-19","M","Par","V","2013",6
"10-19","M","Par","V","2014",2
"10-19","M","Par","V","2015",2
"10-19","M","Par","V","2016",2
"10-19","M","Par","V","2017",1
"10-19","M","Par","VI","2006",19
"10-19","M","Par","VI","2007",22
"10-19","M","Par","VI","2008",20
"10-19","M","Par","VI","2009",23
"10-19","M","Par","VI","2010",19
"10-19","M","Par","VI","2011",25
"10-19","M","Par","VI","2012",18
"10-19","M","Par","VI","2013",27
"10-19","M","Par","VI","2014",23
"10-19","M","Par","VI","2015",24
"10-19","M","Par","VI","2016",25
"10-19","M","Par","VI","2017",33
"10-19","M","Par","VII","2009",1
"10-19","M","Par","VIII","2006",1
"10-19","M","Par","VIII","2008",1
"10-19","M","Par","X","2006",28
"10-19","M","Par","X","2007",23
"10-19","M","Par","X","2008",24
"10-19","M","Par","X","2009",20
"10-19","M","Par","X","2010",24
"10-19","M","Par","X","2011",35
"10-19","M","Par","X","2012",20
"10-19","M","Par","X","2013",22
"10-19","M","Par","X","2014",22
"10-19","M","Par","X","2015",12
"10-19","M","Par","X","2016",27
"10-19","M","Par","X","2017",26
"10-19","M","Par","XI","2006",7
"10-19","M","Par","XI","2007",10
"10-19","M","Par","XI","2008",9
"10-19","M","Par","XI","2009",12
"10-19","M","Par","XI","2010",6
"10-19","M","Par","XI","2011",2
"10-19","M","Par","XI","2012",6
"10-19","M","Par","XI","2013",13
"10-19","M","Par","XI","2014",8
"10-19","M","Par","XI","2015",6
"10-19","M","Par","XI","2016",6
"10-19","M","Par","XI","2017",10
"10-19","M","Par","XII","2006",1
"10-19","M","Par","XII","2007",3
"10-19","M","Par","XII","2012",1
"10-19","M","Par","XII","2013",1
"10-19","M","Par","XII","2014",2
"10-19","M","Par","XIII","2010",6
"10-19","M","Par","XIII","2012",1
"10-19","M","Par","XIII","2013",2
"10-19","M","Par","XIII","2014",3
"10-19","M","Par","XIII","2015",1
"10-19","M","Par","XIII","2016",1
"10-19","M","Par","XIII","2017",3
"10-19","M","Par","XIV","2006",6
"10-19","M","Par","XIV","2007",4
"10-19","M","Par","XIV","2008",3
"10-19","M","Par","XIV","2009",4
"10-19","M","Par","XIV","2010",7
"10-19","M","Par","XIV","2011",4
"10-19","M","Par","XIV","2012",4
"10-19","M","Par","XIV","2013",4
"10-19","M","Par","XIV","2014",3
"10-19","M","Par","XIV","2015",4
"10-19","M","Par","XIV","2016",2
"10-19","M","Par","XIV","2017",7
"10-19","M","Par","XVI","2009",1
"10-19","M","Par","XVII","2006",6
"10-19","M","Par","XVII","2007",6
"10-19","M","Par","XVII","2008",4
"10-19","M","Par","XVII","2009",1
"10-19","M","Par","XVII","2010",4
"10-19","M","Par","XVII","2011",8
"10-19","M","Par","XVII","2012",5
"10-19","M","Par","XVII","2013",7
"10-19","M","Par","XVII","2014",7
"10-19","M","Par","XVII","2015",8
"10-19","M","Par","XVII","2016",6
"10-19","M","Par","XVII","2017",11
"10-19","M","Par","XVIII","2006",31
"10-19","M","Par","XVIII","2007",30
"10-19","M","Par","XVIII","2008",52
"10-19","M","Par","XVIII","2009",48
"10-19","M","Par","XVIII","2010",58
"10-19","M","Par","XVIII","2011",42
"10-19","M","Par","XVIII","2012",48
"10-19","M","Par","XVIII","2013",37
"10-19","M","Par","XVIII","2014",36
"10-19","M","Par","XVIII","2015",50
"10-19","M","Par","XVIII","2016",50
"10-19","M","Par","XVIII","2017",34
"10-19","M","Par","XX","2006",641
"10-19","M","Par","XX","2007",683
"10-19","M","Par","XX","2008",828
"10-19","M","Par","XX","2009",1103
"10-19","M","Par","XX","2010",1128
"10-19","M","Par","XX","2011",1034
"10-19","M","Par","XX","2012",1337
"10-19","M","Par","XX","2013",1235
"10-19","M","Par","XX","2014",1277
"10-19","M","Par","XX","2015",1260
"10-19","M","Par","XX","2016",1477
"10-19","M","Par","XX","2017",1496
"10-19","M","Pre","I","2006",6
"10-19","M","Pre","I","2007",7
"10-19","M","Pre","I","2008",1
"10-19","M","Pre","I","2009",1
"10-19","M","Pre","I","2010",3
"10-19","M","Pre","I","2011",7
"10-19","M","Pre","I","2012",5
"10-19","M","Pre","I","2013",3
"10-19","M","Pre","I","2014",8
"10-19","M","Pre","I","2015",3
"10-19","M","Pre","I","2016",3
"10-19","M","Pre","I","2017",3
"10-19","M","Pre","II","2006",12
"10-19","M","Pre","II","2007",7
"10-19","M","Pre","II","2008",8
"10-19","M","Pre","II","2009",8
"10-19","M","Pre","II","2010",10
"10-19","M","Pre","II","2011",9
"10-19","M","Pre","II","2012",9
"10-19","M","Pre","II","2013",9
"10-19","M","Pre","II","2014",3
"10-19","M","Pre","II","2015",11
"10-19","M","Pre","II","2016",8
"10-19","M","Pre","II","2017",9
"10-19","M","Pre","III","2006",2
"10-19","M","Pre","III","2007",1
"10-19","M","Pre","III","2008",3
"10-19","M","Pre","III","2010",2
"10-19","M","Pre","III","2011",2
"10-19","M","Pre","III","2012",5
"10-19","M","Pre","III","2013",3
"10-19","M","Pre","III","2014",3
"10-19","M","Pre","III","2015",2
"10-19","M","Pre","III","2016",3
"10-19","M","Pre","III","2017",2
"10-19","M","Pre","IV","2006",1
"10-19","M","Pre","IV","2008",1
"10-19","M","Pre","IV","2010",1
"10-19","M","Pre","IV","2011",4
"10-19","M","Pre","IV","2012",3
"10-19","M","Pre","IV","2013",1
"10-19","M","Pre","IV","2014",2
"10-19","M","Pre","IV","2015",1
"10-19","M","Pre","IV","2016",1
"10-19","M","Pre","IV","2017",3
"10-19","M","Pre","IX","2006",7
"10-19","M","Pre","IX","2007",8
"10-19","M","Pre","IX","2008",4
"10-19","M","Pre","IX","2009",9
"10-19","M","Pre","IX","2010",5
"10-19","M","Pre","IX","2011",8
"10-19","M","Pre","IX","2012",6
"10-19","M","Pre","IX","2013",8
"10-19","M","Pre","IX","2014",10
"10-19","M","Pre","IX","2015",8
"10-19","M","Pre","IX","2016",7
"10-19","M","Pre","IX","2017",7
"10-19","M","Pre","V","2010",2
"10-19","M","Pre","V","2011",1
"10-19","M","Pre","V","2017",1
"10-19","M","Pre","VI","2006",3
"10-19","M","Pre","VI","2007",7
"10-19","M","Pre","VI","2008",1
"10-19","M","Pre","VI","2009",5
"10-19","M","Pre","VI","2010",5
"10-19","M","Pre","VI","2011",4
"10-19","M","Pre","VI","2012",5
"10-19","M","Pre","VI","2013",4
"10-19","M","Pre","VI","2014",3
"10-19","M","Pre","VI","2015",1
"10-19","M","Pre","VI","2016",4
"10-19","M","Pre","VI","2017",5
"10-19","M","Pre","X","2006",7
"10-19","M","Pre","X","2007",8
"10-19","M","Pre","X","2008",3
"10-19","M","Pre","X","2009",3
"10-19","M","Pre","X","2010",10
"10-19","M","Pre","X","2011",3
"10-19","M","Pre","X","2012",4
"10-19","M","Pre","X","2013",4
"10-19","M","Pre","X","2015",3
"10-19","M","Pre","X","2016",1
"10-19","M","Pre","X","2017",1
"10-19","M","Pre","XI","2006",2
"10-19","M","Pre","XI","2007",2
"10-19","M","Pre","XI","2008",2
"10-19","M","Pre","XI","2009",1
"10-19","M","Pre","XI","2010",1
"10-19","M","Pre","XI","2012",5
"10-19","M","Pre","XI","2013",2
"10-19","M","Pre","XI","2014",2
"10-19","M","Pre","XI","2015",1
"10-19","M","Pre","XI","2016",3
"10-19","M","Pre","XI","2017",2
"10-19","M","Pre","XII","2007",1
"10-19","M","Pre","XII","2008",1
"10-19","M","Pre","XIII","2007",1
"10-19","M","Pre","XIII","2012",4
"10-19","M","Pre","XIII","2013",1
"10-19","M","Pre","XIII","2016",2
"10-19","M","Pre","XIV","2006",2
"10-19","M","Pre","XIV","2007",2
"10-19","M","Pre","XIV","2009",1
"10-19","M","Pre","XIV","2011",2
"10-19","M","Pre","XIV","2015",2
"10-19","M","Pre","XIV","2017",1
"10-19","M","Pre","XVII","2006",2
"10-19","M","Pre","XVII","2007",1
"10-19","M","Pre","XVII","2008",2
"10-19","M","Pre","XVII","2009",3
"10-19","M","Pre","XVII","2010",2
"10-19","M","Pre","XVII","2011",2
"10-19","M","Pre","XVII","2012",1
"10-19","M","Pre","XVII","2014",2
"10-19","M","Pre","XVII","2017",3
"10-19","M","Pre","XVIII","2006",5
"10-19","M","Pre","XVIII","2007",5
"10-19","M","Pre","XVIII","2008",10
"10-19","M","Pre","XVIII","2009",6
"10-19","M","Pre","XVIII","2010",9
"10-19","M","Pre","XVIII","2011",8
"10-19","M","Pre","XVIII","2012",13
"10-19","M","Pre","XVIII","2013",9
"10-19","M","Pre","XVIII","2014",8
"10-19","M","Pre","XVIII","2015",13
"10-19","M","Pre","XVIII","2016",9
"10-19","M","Pre","XVIII","2017",5
"10-19","M","Pre","XX","2006",116
"10-19","M","Pre","XX","2007",113
"10-19","M","Pre","XX","2008",172
"10-19","M","Pre","XX","2009",235
"10-19","M","Pre","XX","2010",212
"10-19","M","Pre","XX","2011",190
"10-19","M","Pre","XX","2012",218
"10-19","M","Pre","XX","2013",226
"10-19","M","Pre","XX","2014",265
"10-19","M","Pre","XX","2015",208
"10-19","M","Pre","XX","2016",264
"10-19","M","Pre","XX","2017",255
"20-29","F","Ama","II","2009",1
"20-29","F","Ama","II","2015",1
"20-29","F","Ama","II","2016",1
"20-29","F","Ama","IV","2012",1
"20-29","F","Ama","IV","2017",1
"20-29","F","Ama","IX","2007",1
"20-29","F","Ama","V","2015",1
"20-29","F","Ama","X","2009",1
"20-29","F","Ama","X","2016",1
"20-29","F","Ama","X","2017",1
"20-29","F","Ama","XV","2012",1
"20-29","F","Ama","XV","2014",1
"20-29","F","Ama","XV","2015",1
"20-29","F","Ama","XVIII","2008",1
"20-29","F","Ama","XX","2007",1
"20-29","F","Ama","XX","2011",1
"20-29","F","Ama","XX","2014",1
"20-29","F","Ama","XX","2015",1
"20-29","F","Ama","XX","2017",1
"20-29","F","Bra","I","2006",19
"20-29","F","Bra","I","2007",12
"20-29","F","Bra","I","2008",11
"20-29","F","Bra","I","2009",10
"20-29","F","Bra","I","2010",7
"20-29","F","Bra","I","2011",9
"20-29","F","Bra","I","2012",4
"20-29","F","Bra","I","2013",6
"20-29","F","Bra","I","2014",7
"20-29","F","Bra","I","2015",4
"20-29","F","Bra","I","2016",6
"20-29","F","Bra","I","2017",3
"20-29","F","Bra","II","2006",8
"20-29","F","Bra","II","2007",18
"20-29","F","Bra","II","2008",18
"20-29","F","Bra","II","2009",15
"20-29","F","Bra","II","2010",16
"20-29","F","Bra","II","2011",11
"20-29","F","Bra","II","2012",16
"20-29","F","Bra","II","2013",18
"20-29","F","Bra","II","2014",15
"20-29","F","Bra","II","2015",8
"20-29","F","Bra","II","2016",12
"20-29","F","Bra","II","2017",15
"20-29","F","Bra","III","2006",1
"20-29","F","Bra","III","2007",1
"20-29","F","Bra","III","2008",3
"20-29","F","Bra","III","2009",3
"20-29","F","Bra","III","2010",3
"20-29","F","Bra","III","2011",3
"20-29","F","Bra","III","2013",1
"20-29","F","Bra","III","2014",2
"20-29","F","Bra","III","2016",4
"20-29","F","Bra","III","2017",1
"20-29","F","Bra","IV","2006",2
"20-29","F","Bra","IV","2007",6
"20-29","F","Bra","IV","2008",4
"20-29","F","Bra","IV","2009",4
"20-29","F","Bra","IV","2010",5
"20-29","F","Bra","IV","2011",3
"20-29","F","Bra","IV","2012",6
"20-29","F","Bra","IV","2013",5
"20-29","F","Bra","IV","2014",5
"20-29","F","Bra","IV","2015",4
"20-29","F","Bra","IV","2016",1
"20-29","F","Bra","IV","2017",3
"20-29","F","Bra","IX","2006",9
"20-29","F","Bra","IX","2007",17
"20-29","F","Bra","IX","2008",5
"20-29","F","Bra","IX","2009",14
"20-29","F","Bra","IX","2010",14
"20-29","F","Bra","IX","2011",8
"20-29","F","Bra","IX","2012",7
"20-29","F","Bra","IX","2013",9
"20-29","F","Bra","IX","2014",10
"20-29","F","Bra","IX","2015",10
"20-29","F","Bra","IX","2016",18
"20-29","F","Bra","IX","2017",15
"20-29","F","Bra","V","2006",1
"20-29","F","Bra","V","2011",1
"20-29","F","Bra","V","2012",2
"20-29","F","Bra","V","2013",3
"20-29","F","Bra","V","2014",2
"20-29","F","Bra","V","2015",1
"20-29","F","Bra","V","2016",1
"20-29","F","Bra","VI","2006",4
"20-29","F","Bra","VI","2007",4
"20-29","F","Bra","VI","2008",6
"20-29","F","Bra","VI","2009",3
"20-29","F","Bra","VI","2010",8
"20-29","F","Bra","VI","2011",10
"20-29","F","Bra","VI","2012",7
"20-29","F","Bra","VI","2013",7
"20-29","F","Bra","VI","2014",5
"20-29","F","Bra","VI","2015",9
"20-29","F","Bra","VI","2016",5
"20-29","F","Bra","VI","2017",6
"20-29","F","Bra","X","2006",5
"20-29","F","Bra","X","2007",6
"20-29","F","Bra","X","2008",7
"20-29","F","Bra","X","2009",6
"20-29","F","Bra","X","2010",11
"20-29","F","Bra","X","2011",8
"20-29","F","Bra","X","2012",9
"20-29","F","Bra","X","2013",4
"20-29","F","Bra","X","2014",4
"20-29","F","Bra","X","2015",8
"20-29","F","Bra","X","2016",6
"20-29","F","Bra","X","2017",14
"20-29","F","Bra","XI","2006",2
"20-29","F","Bra","XI","2007",4
"20-29","F","Bra","XI","2008",6
"20-29","F","Bra","XI","2009",8
"20-29","F","Bra","XI","2010",4
"20-29","F","Bra","XI","2011",5
"20-29","F","Bra","XI","2012",5
"20-29","F","Bra","XI","2013",6
"20-29","F","Bra","XI","2014",2
"20-29","F","Bra","XI","2015",3
"20-29","F","Bra","XI","2016",4
"20-29","F","Bra","XI","2017",5
"20-29","F","Bra","XII","2007",1
"20-29","F","Bra","XII","2010",1
"20-29","F","Bra","XII","2013",1
"20-29","F","Bra","XII","2017",2
"20-29","F","Bra","XIII","2006",2
"20-29","F","Bra","XIII","2009",1
"20-29","F","Bra","XIII","2010",1
"20-29","F","Bra","XIII","2011",3
"20-29","F","Bra","XIII","2012",1
"20-29","F","Bra","XIII","2014",5
"20-29","F","Bra","XIII","2015",5
"20-29","F","Bra","XIII","2016",2
"20-29","F","Bra","XIII","2017",2
"20-29","F","Bra","XIV","2006",3
"20-29","F","Bra","XIV","2008",3
"20-29","F","Bra","XIV","2009",2
"20-29","F","Bra","XIV","2010",2
"20-29","F","Bra","XIV","2011",2
"20-29","F","Bra","XIV","2012",1
"20-29","F","Bra","XIV","2014",2
"20-29","F","Bra","XIV","2015",3
"20-29","F","Bra","XIV","2016",3
"20-29","F","Bra","XIV","2017",6
"20-29","F","Bra","XV","2006",13
"20-29","F","Bra","XV","2007",9
"20-29","F","Bra","XV","2008",10
"20-29","F","Bra","XV","2009",4
"20-29","F","Bra","XV","2010",4
"20-29","F","Bra","XV","2011",12
"20-29","F","Bra","XV","2012",8
"20-29","F","Bra","XV","2013",9
"20-29","F","Bra","XV","2014",11
"20-29","F","Bra","XV","2015",6
"20-29","F","Bra","XV","2016",1
"20-29","F","Bra","XV","2017",1
"20-29","F","Bra","XVII","2006",1
"20-29","F","Bra","XVII","2007",2
"20-29","F","Bra","XVII","2009",4
"20-29","F","Bra","XVII","2010",2
"20-29","F","Bra","XVII","2011",2
"20-29","F","Bra","XVII","2012",2
"20-29","F","Bra","XVII","2013",6
"20-29","F","Bra","XVII","2014",1
"20-29","F","Bra","XVII","2016",4
"20-29","F","Bra","XVII","2017",4
"20-29","F","Bra","XVIII","2006",10
"20-29","F","Bra","XVIII","2007",5
"20-29","F","Bra","XVIII","2008",10
"20-29","F","Bra","XVIII","2009",10
"20-29","F","Bra","XVIII","2010",8
"20-29","F","Bra","XVIII","2011",11
"20-29","F","Bra","XVIII","2012",8
"20-29","F","Bra","XVIII","2013",12
"20-29","F","Bra","XVIII","2014",6
"20-29","F","Bra","XVIII","2015",9
"20-29","F","Bra","XVIII","2016",8
"20-29","F","Bra","XVIII","2017",5
"20-29","F","Bra","XX","2006",27
"20-29","F","Bra","XX","2007",40
"20-29","F","Bra","XX","2008",31
"20-29","F","Bra","XX","2009",35
"20-29","F","Bra","XX","2010",51
"20-29","F","Bra","XX","2011",26
"20-29","F","Bra","XX","2012",36
"20-29","F","Bra","XX","2013",23
"20-29","F","Bra","XX","2014",31
"20-29","F","Bra","XX","2015",23
"20-29","F","Bra","XX","2016",28
"20-29","F","Bra","XX","2017",25
"20-29","F","Ind","I","2008",1
"20-29","F","Ind","I","2009",1
"20-29","F","Ind","I","2015",1
"20-29","F","Ind","II","2006",1
"20-29","F","Ind","II","2011",1
"20-29","F","Ind","II","2015",2
"20-29","F","Ind","IV","2008",1
"20-29","F","Ind","IX","2017",1
"20-29","F","Ind","X","2008",1
"20-29","F","Ind","X","2011",1
"20-29","F","Ind","X","2016",1
"20-29","F","Ind","XI","2016",1
"20-29","F","Ind","XV","2007",1
"20-29","F","Ind","XV","2008",1
"20-29","F","Ind","XV","2012",1
