CODMUNOCOR,I,II,III,IV,IX,V,VI,VII,VIII,X,XI,XII,XIII,XIV,XV,XVI,XVII,XVIII,XX,n,ds_nomepad,in_pobreza,nu_latitud,nu_longit
292440,2,2,"",8,23,2,"","","",4,"","","",1,"","","",36,10,88,PILAO ARCADO,S,"-9,99777","-42,48476"
291120,6,13,"",27,45,3,1,"","",7,10,"","",1,"",5,1,50,19,188,GANDU,N,"-13,74378","-39,48632"
293240,1,15,1,3,32,"",3,"","",11,3,"","","","","","",1,10,80,UIBAI,S,"-11,33811","-42,13380"
292030,1,1,"","",1,"",2,"","",2,"","","","","",1,"",8,4,20,MALHADA DE PEDRAS,S,"-14,37795","-41,87870"
290327,4,4,1,2,13,1,"","","",3,1,2,"","","","","",13,7,51,BARROCAS,N,"-11,52911","-39,07867"
292467,"",3,"","",5,"","","","",1,"","","","","","","",7,1,17,PIRAI DO NORTE,N,"-13,76123","-39,37452"
291830,"",3,"",7,23,1,"","","",5,2,"","",1,"","","",15,4,61,JITAUNA,S,"-14,01743","-39,88963"
291660,1,3,1,1,16,"","","","",10,3,"","","","","","",8,6,49,ITAPITANGA,N,"-14,42119","-39,56636"
320490,3,3,"",1,9,"","","","",8,2,"","",1,"","","","",2,29,SAO MATEUS,N,"-18,71845","-39,85820"
292225,"","","","",3,1,"","","","",1,"","","","","","",8,6,19,MUQUEM DE SAO FRANCISCO,S,"-12,06826","-43,55186"
290515,1,6,"","",10,1,1,"","",2,"","","","","","","",3,2,26,CAETANOS,S,"-14,33856","-40,90929"
292460,1,5,"",5,11,"","","","",4,2,"","",1,"",1,"",38,8,76,PINDOBACU,S,"-10,73421","-40,35716"
292130,3,7,1,7,21,1,1,"","",4,6,"","","","","","",3,10,64,MILAGRES,N,"-12,87057","-39,85913"
290030,4,7,1,3,12,"",2,"","",3,1,"","","","","","",28,11,72,ACAJUTIBA,S,"-11,66261","-38,01829"
310620,1,6,"",1,6,"",1,"","","",4,"","",1,"",1,"",1,3,25,BELO HORIZONTE,N,"-19,93752","-43,92645"
292650,2,2,"",6,9,"","","","",4,"","","","","","","","",6,29,RIBEIRA DO AMPARO,S,"-11,03916","-38,43055"
293015,3,7,"",3,14,"","","","",2,3,"","",1,"","",1,52,25,111,SERRA DO RAMALHO,N,"-13,56447","-43,58073"
291220,1,3,"",1,8,"",1,"","","","","","","","","","",5,9,28,IBICOARA,S,"-13,42633","-41,27207"
290640,"",1,1,1,5,"","","","",1,"","","","","","","",13,2,24,CANDEAL,S,"-11,80497","-39,12372"
290040,1,"","",3,9,1,1,"","",4,3,1,"",1,"",1,1,20,6,52,AGUA FRIA,S,"-11,87293","-38,76808"
291845,"","","","",3,"","","","",1,1,"","","","","","",20,5,30,JUCURUCU,S,"-16,84452","-40,15881"
292770,2,5,"",1,15,1,2,"","",6,4,2,1,"","","","",9,3,51,SANTA CRUZ CABRALIA,N,"-16,33810","-39,01318"
292905,3,4,1,11,33,4,5,"","",7,6,"","",1,1,3,"","",18,97,SAO FELIX DO CORIBE,S,"-13,40422","-44,19687"
290340,10,10,"",9,48,1,3,"","",8,4,"","",1,"",1,1,12,2,110,BELMONTE,N,"-15,86140","-38,88030"
291165,2,6,1,1,20,"","","","",3,1,"","",1,"","","",1,4,40,GUAJERU,S,"-14,54696","-41,93715"
290540,"","","","",6,2,"","","",2,"","","","","","","","",18,28,CAIRU,N,"-13,48760","-39,04325"
292275,"","","",1,4,1,2,"","","",1,"","","","","","",5,3,17,NOVA IBIA,N,"-13,80991","-39,62569"
290440,"",5,"",4,3,2,"","","",3,1,"","","","","","",9,9,36,BREJOLANDIA,S,"-12,48669","-43,96566"
290225,"",1,"",2,9,"",2,"","",1,1,"","","","","","",10,18,44,ARATACA,N,"-15,26087","-39,41328"
293070,26,30,3,33,112,4,7,"","",47,23,3,1,6,1,8,2,37,179,522,SIMOES FILHO,N,"-12,78394","-38,41152"
290090,2,"","","",8,1,"","","",5,2,"","","","","","","",2,20,ALMADINA,N,"-14,70605","-39,63590"
320501,"","","","","","","","","","","","","","","","","","",1,1,SOORETAMA,N,"-19,19195","-40,09649"
292670,1,10,1,7,24,"",2,"","",12,3,3,"","","",1,"",4,11,79,RIO DE CONTAS,S,"-13,58861","-41,81879"
291185,"",8,1,2,13,1,1,"","",4,2,"","","","","","",6,9,47,HELIOPOLIS,S,"-10,67530","-38,28023"
290620,4,14,1,5,31,5,3,"","",4,"","",2,1,"","","",10,10,90,CANARANA,S,"-11,68758","-41,76549"
291250,1,9,2,10,24,"",1,"","",10,1,"","",2,"","","",7,4,71,IBIPITANGA,S,"-12,87911","-42,49123"
290750,5,27,4,35,69,3,3,"","",22,9,1,"",1,"",4,"",36,51,270,CATU,N,"-12,35519","-38,37629"
312160,"","","","","","","","","","","","","","","","","","",1,1,DIAMANTINA,N,"-18,24209","-43,59446"
352940,"",1,"",1,1,"","","","","","","","","","","","","","",3,MAUA,N,"-23,66933","-46,45826"
292593,1,5,1,4,5,"","","","",1,"","","","","","","",1,4,22,QUIXABEIRA,S,"-11,40869","-40,12150"
312670,"","","","","","","","","","","","","","","","","","",1,1,FRANCISCO SA,S,"-16,47568","-43,48874"
313505,"","","",1,"","","","","","","","","","","","","","",1,2,JAIBA,S,"-15,34293","-43,67033"
293060,5,4,1,4,21,1,1,"","",3,5,1,"","","","","",14,9,69,SERROLANDIA,S,"-11,41603","-40,29991"
290880,1,1,1,5,14,"","","","",2,"","","",1,"","","","",1,26,CONTENDAS DO SINCORA,S,"-13,75550","-41,04632"
292830,1,3,"","",8,"","","","","",1,"","","","","","",17,3,33,SANTANOPOLIS,S,"-12,02841","-38,86716"
292410,1,2,"",5,8,1,"","","","","","","","","","","",8,3,28,PEDRAO,S,"-12,14359","-38,64900"
313695,"","","","","",1,"","","","","","","","","","","","","",1,JUVENILIA,S,"-14,26359","-44,15959"
314055,"","","","","","","","","","","","","","","","","",2,2,4,MATA VERDE,N,"-15,68767","-40,73853"
320060,"","","","","","","","","",1,"","","","","","","","","",1,ARACRUZ,N,"-19,82328","-40,27622"
290740,1,1,"","","","","","","","","","","","","","","",1,1,4,CATOLANDIA,S,"-12,31601","-44,85977"
312090,"","","","","","","","","","","","","","","","","","",3,3,CURVELO,N,"-18,75548","-44,42840"
352850,"","","","","","","","","","","","","","","","","","",3,3,MAIRIPORA,S,"-23,32246","-46,59020"
292080,1,4,1,5,12,1,"","","",2,1,"","",1,"",1,"",5,2,36,MARCIONILIO SOUZA,S,"-13,00351","-40,53453"
320460,"","","",1,"","","","","","","","","","","","","","","",1,SANTA TERESA,N,"-19,93771","-40,59900"
221060,"","",1,"",1,"","","","","",1,"","","","","","","",1,4,SAO RAIMUNDO NONATO,N,"-9,01536","-42,69229"
291733,1,2,"",2,12,"",1,"","",2,1,"","","","",1,"",2,6,30,IUIU,S,"-14,41215","-43,55640"
353060,"","","","","","","","","","",1,"","","","","","","","",1,MOGI DAS CRUZES,N,"-23,52271","-46,19676"
261090,"","","","","","","","","","","","","","","","","","",1,1,PESQUEIRA,S,"-8,35546","-36,69551"
310150,"","","","","","","","","","","","","","","","","","",1,1,ALEM PARAIBA,N,"-21,87680","-42,69595"
261220,2,"","",2,2,"",1,"","",6,2,"","",1,"",1,"","","",17,SALGUEIRO,N,"-8,07068","-39,12085"
291870,"",3,"","",1,"","","","",1,"","","","","","","",12,2,19,LAFAIETE COUTINHO,S,"-13,65300","-40,21061"
293077,2,4,"","",13,"","","","",2,1,"","","","","","",52,19,93,SOBRADINHO,S,"-9,47081","-40,79159"
510340,"","","","","","","","","","","","","","","","",1,"",1,2,CUIABA,N,"-15,56999","-56,07325"
292880,11,23,1,30,82,1,5,"","",22,11,"","",7,"",2,1,41,47,284,SANTO ESTEVAO,N,"-12,42889","-39,25319"
292220,"",3,"",1,4,"","","","",2,"","","","","","","",2,5,17,MUNIZ FERREIRA,N,"-12,99730","-39,11298"
290485,3,7,"",8,16,1,2,"","",3,"","","",1,"","","","",12,53,CABACEIRAS DO PARAGUACU,S,"-12,53714","-39,18671"
293220,1,6,"",9,18,3,1,"","",2,"","","","","",1,"",30,31,102,UBAITABA,N,"-14,31044","-39,32255"
311450,"","","","","","","","","","","","","","","","","","",1,1,CARMOPOLIS DE MINAS,N,"-20,53964","-44,63253"
260790,"","","","","","","","","","","","","","","",1,"","","",1,JABOATAO DOS GUARARAPES,N,"-8,16539","-34,92117"
292305,"","",1,"",10,"",3,"","","","","","","","","","",6,"",20,NOVO TRIUNFO,N,"-10,34202","-38,41558"
316800,"","","","","","","","","","",1,"","","","","","","","",1,TAIOBEIRAS,N,"-15,81152","-42,22792"
280460,"","","","","","","","","","","","","","","","","","",1,1,NOSSA SENHORA DAS DORES,S,"-10,49205","-37,19371"
260120,"","","","","","","","","","","","","","","","","","",1,1,ARCOVERDE,S,"-8,42394","-37,05651"
330455,"",6,"","",2,"","","","","",1,"","","","","","","",1,10,RIO DE JANEIRO,N,"-22,87665","-43,22788"
290990,5,16,"",7,47,3,1,"","",6,4,"",1,1,"",2,3,5,26,127,CURACA,S,"-8,98903","-39,90808"
314480,"",3,"","","","","","","",1,"","","","","","",1,"","",5,NOVA LIMA,N,"-19,98389","-43,84978"
291420,3,1,"",4,5,2,"","","",1,1,"","","","","","",12,3,32,IRAJUBA,S,"-13,25661","-40,08385"
270710,"","","","","","","","","","","","","","","","","","",3,3,PIRANHAS,S,"-9,62356","-37,75039"
310400,"","","","","","","","","","","","","","","","","",1,"",1,ARAXA,N,"-19,59133","-46,94001"
320340,"","","","","","","","","","","","","","","","","","",1,1,MIMOSO DO SUL,N,"-21,06537","-41,36443"
311860,"","","","","","","","","","","","","","","","","","",1,1,CONTAGEM,N,"-19,94345","-44,06634"
312620,"","","","","","","","","","","","","","","","","",1,"",1,FORMOSO,N,"-14,95174","-46,23998"
330620,"","","","",1,"","","","","",1,"","","","","","","","",2,VASSOURAS,N,"-22,40901","-43,66387"
354340,"",1,"","","","","","","",1,"","","","","","","","","",2,RIBEIRAO PRETO,N,"-21,18483","-47,80548"
260110,"","","","","","","","","","","","","","","","","","",1,1,ARARIPINA,S,"-7,57814","-40,50246"
355620,"",1,"","","","","","","","","","","","","","","","","",1,VALINHOS,N,"-22,97124","-46,99663"
260020,"","","","","","","","","","","","","","","","","","",1,1,AFRANIO,S,"-8,51109","-41,00580"
350950,"",7,"","","","","","","","",2,"","","","","",1,"","",10,CAMPINAS,N,"-22,90734","-47,06016"
291020,1,3,"",1,1,"","","","",1,"","","","","","","",1,"",8,DOM MACEDO COSTA,N,"-12,91149","-39,18809"
351060,"","","","",1,"","","","","","","","","","","","","","",1,CARAPICUIBA,N,"-23,53525","-46,84145"
355220,"",1,"","",2,"","","","","","","","","","","","","","",3,SOROCABA,N,"-23,49932","-47,45785"
320280,"","","","","","","","","",1,"","","","","","","","","",1,ITAPEMIRIM,N,"-21,01110","-40,83615"
352590,"","","","",1,"","","","","","","","","","","","","","",1,JUNDIAI,N,"-23,18767","-46,88527"
521800,"","","",1,"","","","","","","","","","","","","","","",1,PORANGATU,N,"-13,44219","-49,14623"
310170,"","","","","","","","","","","","","","","","","",1,"",1,ALMENARA,S,"-16,18062","-40,69765"
314430,"","","","",1,"","","","","","","","","","","","","","",1,NANUQUE,N,"-17,83899","-40,35174"
150730,"","","","","","","","","","","","","","","","","","",1,1,SAO FELIX DO XINGU,S,"-6,64248","-51,99378"
240810,"","","","",1,"","","","","","","","","","","","","","",1,NATAL,N,"-5,75090","-35,25225"
290265,"","","","","","","","","","","","","","","","","",5,4,9,BANZAE,S,"-10,57409","-38,61187"
220290,"","","","","","","","","","","","","","","","","","",1,1,CORRENTE,N,"-10,44094","-45,16331"
280580,"","","","","","","","","","","","","","","","","",1,"",1,RIACHAO DO DANTAS,S,"-11,06640","-37,72934"
260140,"","","","",1,"","","","","","","","","","","","","","",1,BARREIROS,N,"-8,81414","-35,19909"
250750,"",1,"","","","","","","","","","","","","","","","","",1,JOAO PESSOA,N,"-7,14938","-34,87338"
410690,"","",2,"","","","","","","","","","","","","","","","",2,CURITIBA,N,"-25,43296","-49,27185"
353440,1,"","","","","","","","","","","","","","","","","","",1,OSASCO,N,"-23,53361","-46,78881"
411850,"","","","",1,"","","","","","","","","","","","","","",1,PATO BRANCO,N,"-26,22996","-52,67736"
352390,1,"","","","","","","","","","","","","","","","","","",1,ITU,N,"-23,26544","-47,29975"
210300,"","","","","","","","","","","","","","","","","","",1,1,CAXIAS,N,"-4,86167","-43,35854"
292740,1193,4583,132,823,3976,102,519,1,"",1818,1115,117,147,572,52,487,311,671,2753,19372,SALVADOR,N,"-13,01477","-38,48806"
291072,28,76,9,53,249,4,10,"","",87,35,3,3,11,1,24,2,18,178,791,EUNAPOLIS,N,"-16,37517","-39,58417"
291370,8,7,1,14,23,1,1,"","",7,4,1,"",4,1,3,"",52,34,161,INHAMBUPE,S,"-11,78913","-38,35402"
291980,4,14,2,22,46,1,2,"","",13,12,"","",4,"","",2,61,16,199,MACAUBAS,N,"-13,02367","-42,69467"
291080,234,658,27,252,790,24,83,"",2,353,213,24,14,114,10,169,50,708,795,4520,FEIRA DE SANTANA,N,"-12,22928","-38,96003"
291070,12,18,1,25,59,"",4,"","",13,10,4,1,6,"",10,"",119,56,338,EUCLIDES DA CUNHA,N,"-10,50582","-39,01425"
292895,1,6,"",5,12,2,"","","",2,1,"","",2,"","","",2,3,36,SAO DOMINGOS,S,"-11,46347","-39,52626"
292720,6,16,1,14,77,5,3,"","",12,10,1,"",5,"",1,"",46,22,219,RUY BARBOSA,S,"-12,28932","-40,50037"
290550,2,10,"",7,22,"",1,"","",4,1,1,"",2,"",2,1,4,6,63,CALDEIRAO GRANDE,S,"-11,02216","-40,30737"
292700,7,18,1,8,52,6,4,"","",13,3,"","",2,"",1,"",37,44,196,RIO REAL,S,"-11,48494","-37,93358"
290475,1,7,"",10,28,"","","","",2,"","","",1,"","",1,3,6,59,BURITIRAMA,S,"-10,71179","-43,63138"
292240,2,12,"",12,24,4,3,"","",18,6,1,"","",1,2,"",15,15,115,MUTUIPE,N,"-13,22937","-39,50416"
292060,7,14,"",11,61,3,3,"","",9,8,"","",2,"",1,"",14,32,165,MARAGOGIPE,N,"-12,77512","-38,91888"
292370,6,3,"",4,16,2,1,"","",10,1,"","",1,"",7,1,83,14,149,PARATINGA,S,"-12,69070","-43,18203"
292870,79,95,10,117,332,17,21,"","",83,59,8,5,19,1,26,6,59,178,1115,SANTO ANTONIO DE JESUS,N,"-12,96801","-39,26113"
293180,1,7,"",6,19,"","","","",11,8,"","","","","","",46,9,107,TREMEDAL,S,"-14,97247","-41,40958"
290360,2,6,"",8,22,2,"","","",1,1,"",1,1,"","","",15,11,70,BIRITINGA,S,"-11,62011","-38,81216"
292860,10,23,3,31,61,1,"","","",17,8,1,"",10,"",1,1,44,42,253,SANTO AMARO,N,"-12,54914","-38,70903"
291230,2,14,1,10,14,"",2,"","",6,2,"","",1,"","","",6,10,68,IBICUI,N,"-14,84309","-39,98983"
290760,1,15,"",4,15,2,2,"","",3,2,"",1,1,"","","",13,12,71,CENTRAL,S,"-11,13799","-42,11235"
290410,3,20,3,13,23,2,4,"","",7,4,"","",2,"","","",12,4,97,BOQUIRA,S,"-12,82082","-42,73012"
290160,4,9,3,9,26,6,1,"","",8,5,"","",2,"",10,1,25,10,119,ANTAS,N,"-10,41270","-38,33104"
291440,9,16,17,17,41,3,3,"","",7,12,"","",7,"",6,1,5,13,157,IRAQUARA,S,"-12,24350","-41,61796"
293245,1,"","",1,3,"","","","","","","","","","","","",18,1,24,UMBURANAS,S,"-10,72927","-41,33291"
290300,"",12,"",6,32,2,3,"","",8,"","",1,3,"","","","",6,73,BARRA DO MENDES,S,"-11,80883","-42,05913"
291450,3,12,"",9,31,1,1,"","",12,5,2,"",1,"",1,"",64,23,165,IRARA,N,"-12,03370","-38,77165"
172100,"",4,"","",1,"","","","","","","","","","","","","","",5,PALMAS,N,"-10,16325","-48,35104"
292010,8,13,1,18,41,4,2,"","",15,9,2,1,5,"",1,"",7,16,143,MAIRI,S,"-11,71111","-40,14978"
291570,"",3,"",5,14,2,"","","",1,"","","","","","","",10,1,36,ITAMARI,N,"-13,77484","-39,67635"
291800,57,112,16,113,282,7,14,"","",107,85,4,2,34,4,47,11,277,220,1392,JEQUIE,N,"-13,85566","-40,08861"
292050,2,7,2,12,47,2,"","","",10,4,1,"",1,"",2,"",36,17,143,MARACAS,S,"-13,43767","-40,43129"
292630,8,27,1,10,38,1,2,"","",10,3,5,"",3,"",1,"",34,27,170,RIACHAO DO JACUIPE,N,"-11,80598","-39,38304"
291030,"",9,1,11,14,1,"","","",3,1,"","",2,"","","",2,4,48,ELISIO MEDRADO,S,"-12,94333","-39,52049"
291430,"",3,"",2,14,2,1,"","",2,1,"","","","",1,"",20,4,50,IRAMAIA,S,"-13,29365","-40,96958"
291680,1,1,1,4,10,"","","","",5,1,"",1,"","","","",24,7,55,ITARANTIM,S,"-15,65783","-40,06155"
290800,1,11,"",12,42,"",1,"","",26,5,"","",2,"","",1,35,17,153,COARACI,N,"-14,63681","-39,55230"
290080,4,17,"",4,25,5,1,"","",8,3,"","","","","","",9,27,103,ALCOBACA,N,"-17,51893","-39,19421"
293170,4,5,"",3,16,1,1,"","",2,"","","",1,"","","",11,5,49,TERRA NOVA,N,"-12,40309","-38,62310"
292680,"",7,"",5,16,1,"","","",5,1,"",1,"","","",1,6,6,49,RIO DO ANTONIO,N,"-14,40851","-42,07506"
290930,1,3,1,8,17,1,1,"","",7,7,"","",1,1,5,"",57,31,141,CORRENTINA,S,"-13,34177","-44,64109"
292020,2,5,"",3,14,"","","","",2,2,"","",1,1,2,"",19,5,56,MALHADA,N,"-14,34038","-43,77162"
290520,11,31,1,16,63,1,1,"","",23,15,2,1,6,"",6,2,50,32,261,CAETITE,N,"-14,06675","-42,48571"
293040,3,5,"",3,14,2,1,"","",9,1,"","",1,"","","",39,22,100,SERRA PRETA,S,"-12,15973","-39,33250"
291200,1,14,1,8,13,"","","","",5,3,1,"",1,"","","",6,8,61,IBIASSUCE,S,"-14,27670","-42,25577"
291300,5,5,"",3,21,1,1,"","",10,2,"",1,1,"","","",47,11,108,IBITIARA,S,"-12,64551","-42,21329"
292730,3,4,1,7,17,1,"","","",2,1,1,"",1,"","","",8,7,53,SALINAS DA MARGARIDA,N,"-12,87800","-38,75794"
291280,1,5,"",3,14,"","","","",3,5,"","",2,"","","",4,2,39,IBIRAPUA,N,"-17,68420","-40,10631"
291130,1,4,"",3,16,1,1,"","","",1,"",1,"","",1,"",11,6,46,GENTIO DO OURO,N,"-11,42753","-42,50474"
293100,1,9,"",8,13,1,5,"","",9,"","","",4,"",1,"",10,8,69,TANHACU,N,"-14,02551","-41,25433"
292330,"",2,1,2,7,"","","","",8,2,"","","","","","",18,4,44,OURICANGAS,N,"-12,00685","-38,62842"
290820,1,10,"",16,19,4,"","","",2,4,"","","","","","",10,20,86,CONCEICAO DA FEIRA,N,"-12,50399","-38,99978"
290685,1,8,"",3,13,"","","","",3,2,"","","","","","",12,9,51,CAPELA DO ALTO ALEGRE,S,"-11,67008","-39,83536"
292480,2,19,2,22,33,1,4,"","",3,4,"","",1,"",1,1,18,16,127,PIRITIBA,S,"-11,73723","-40,55133"
520800,"","","","",1,"","","","","","","","","","","","","",1,2,FORMOSA,N,"-15,54094","-47,33582"
290010,2,5,"",7,20,1,2,"","",8,8,"","",2,"","","",2,"",57,ABAIRA,S,"-13,25353","-41,66161"
290230,2,3,"","",4,"","","","","",1,"","","","","","",2,5,17,ARATUIPE,N,"-13,08060","-39,00291"
290687,3,23,1,23,92,1,2,"","",14,11,2,2,3,"",5,"",33,28,243,CAPIM GROSSO,S,"-11,38157","-40,01100"
330452,"","","","","","","","","","","","","","","","","","",1,1,RIO DAS OSTRAS,N,"-22,52394","-41,93697"
293310,"",1,"",3,5,"",1,"","",1,1,"","",1,"","","",17,1,31,VARZEA DO POCO,S,"-11,52398","-40,31892"
292760,2,4,"",5,3,1,"","","","",1,"",2,"","","","","",12,30,SANTA BRIGIDA,S,"-9,73189","-38,12782"
291670,4,4,"",4,10,"",1,"","",2,2,"","","","","","",13,4,44,ITAQUARA,S,"-13,44641","-39,93824"
290400,4,1,1,5,15,"","","","","",2,"","","","","",1,36,3,68,BONINAL,S,"-12,71512","-41,82433"
292290,3,4,"",4,20,"","","","",3,2,"","",5,"",5,"",97,26,169,NOVA SOURE,S,"-11,23801","-38,48461"
293150,2,11,1,5,14,3,5,"","",4,4,"","",1,"",2,"",28,13,93,TEOFILANDIA,N,"-11,48292","-39,00581"
292620,4,3,"","",8,1,"","","",1,"","","","","","","",35,26,78,RIACHAO DAS NEVES,S,"-11,74625","-44,91647"
291345,2,3,"",8,6,"","","","",4,"","","",2,"","","",3,14,42,IGRAPIUNA,S,"-13,82040","-39,14008"
290470,3,5,"",4,17,1,2,"","",1,1,"","","","","","",14,18,66,BUERAREMA,N,"-14,95644","-39,30252"
291500,1,3,"",8,10,1,"","","",4,1,"","","","",1,"",16,12,57,ITAETE,S,"-12,98203","-40,96342"
291490,"",4,"",8,20,2,"","","",4,"","","",1,"",2,"",9,16,66,ITACARE,N,"-14,27825","-38,99484"
291960,3,5,"",5,16,2,"","","",2,2,"","",1,"",2,1,33,10,82,MACAJUBA,S,"-12,14139","-40,36518"
290590,2,8,"",14,29,3,1,"","",3,"","","",2,"","",1,17,6,86,CAMPO ALEGRE DE LOURDES,N,"-9,51715","-43,01230"
293105,"",16,1,7,15,1,"","","",8,5,"","","","",1,"",21,6,81,TANQUE NOVO,N,"-13,54656","-42,49061"
291510,2,8,"",8,34,4,1,"","",7,"","","",1,"","","",5,4,74,ITAGI,S,"-14,16179","-40,01362"
270030,"","","","","","","","","","",1,"","","","","","","",2,3,ARAPIRACA,N,"-9,75591","-36,65730"
290710,1,9,"",6,22,4,"","","",3,3,"","","","",2,1,38,13,102,CARINHANHA,S,"-14,30201","-43,76178"
293190,5,9,"",11,28,1,4,"","",21,7,"",1,10,"",3,"",107,22,229,TUCANO,N,"-10,96430","-38,78595"
292350,"","","","",2,"",1,"","",1,"","","","","","","",14,6,24,PALMEIRAS,S,"-12,51007","-41,57734"
292950,4,21,2,12,55,1,2,"","",7,6,1,"",3,"","","",11,70,195,SAO SEBASTIAO DO PASSE,N,"-12,51272","-38,49531"
291990,"",4,"",3,9,1,"","","",7,"",1,3,1,"",1,1,1,3,35,MACURURE,S,"-9,17471","-39,05952"
290240,4,6,2,2,16,2,"","","",5,1,"","","","",1,"",23,12,74,AURELINO LEAL,N,"-14,31695","-39,32200"
291240,4,14,1,8,22,2,6,"","",3,1,"","","","","",1,2,10,74,IBIPEBA,S,"-11,63753","-42,01125"
291320,4,15,1,8,60,"",2,"","",9,14,1,"",3,"",11,"",19,33,180,IBOTIRAMA,N,"-12,18401","-43,21870"
292145,"",2,"",3,10,"","","","","","","","","","","","",5,3,23,MIRANTE,S,"-14,23982","-40,77357"
